"Local","species","country","locality","Estado","decimalLongitude","decimalLatitude","species.in.base","taxonomicStatus","species_id","collectionCode","catalogNumber","recordNumber","recordedBy","year","stateProvince","county","municipality","family","identifiedBy","dateIdentified","typeStatus","scientificName","scientificNameAuthorship","institutionCode"
"AtlSC121","Araucaria angustifolia","Brasil","Mirim Doce, floresta pluvial de araucária","Santa Catarina",-50.2178,-27.1825,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC122","Araucaria angustifolia","Brasil","Otacílio Costa, floresta pluvial de araucária","Santa Catarina",-50.0383,-27.3614,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC123","Araucaria angustifolia","Brasil","Chapadão do Lajeado, floresta pluvial de araucária","Santa Catarina",-49.59,-27.63,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC124","Araucaria angustifolia","Brasil","São Bonifácio, floresta pluvial de araucária","Santa Catarina",-48.8719,-27.8983,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC125","Araucaria angustifolia","Brasil","São Bento do Sul, floresta nebular de araucária","Santa Catarina",-49.2283,-26.2781,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC126","Araucaria angustifolia","Brasil","Avencal Mato Preto, floresta nebular de araucária","Santa Catarina",-49.6814,-26.2794,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC127","Araucaria angustifolia","Brasil","Moema, floresta nebular de araucária","Santa Catarina",-49.7708,-26.5497,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC128","Araucaria angustifolia","Brasil","Santa Cecília, floresta nebular de araucária","Santa Catarina",-50.3103,-27.0003,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC129","Araucaria angustifolia","Brasil","Ponte Alta, floresta nebular de araucária","Santa Catarina",-50.2336,-27.3611,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC130","Araucaria angustifolia","Brasil","Bom Retiro, floresta nebular de araucária","Santa Catarina",-49.59,-27.81,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC131","Araucaria angustifolia","Brasil","Bocaina do Sul, floresta nebular de araucária","Santa Catarina",-49.9497,-27.81,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC132","Araucaria angustifolia","Brasil","Alfredo Wagner, floresta nebular de araucária","Santa Catarina",-49.3222,-27.8117,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC133","Araucaria angustifolia","Brasil","São Pedro de Urubici, floresta nebular de araucária","Santa Catarina",-49.4094,-28.0803,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC134","Araucaria angustifolia","Brasil","São Joaquim, floresta nebular de araucária","Santa Catarina",-49.8589,-28.4381,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC135","Araucaria angustifolia","Brasil","Lages, floresta nebular de araucária","Santa Catarina",-50.125,-27.8169,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC136","Araucaria angustifolia","Brasil","Urupema, floresta nebular de araucária","Santa Catarina",-49.8822,-27.9028,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC137","Araucaria angustifolia","Brasil","Urubici, floresta nebular de araucária","Santa Catarina",-49.68,-28.1692,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC138","Araucaria angustifolia","Brasil","Quinta Santa Maria, floresta nebular de araucária","Santa Catarina",-49.8619,-28.1692,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC139","Araucaria angustifolia","Brasil","Bom Jardim da Serra, floresta nebular de araucária","Santa Catarina",-49.6211,-28.3494,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC140","Araucaria angustifolia","Brasil","Mafra, floresta estacional de araucária","Santa Catarina",-50.1328,-26.1031,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC141","Araucaria angustifolia","Brasil","Canoinhas, floresta estacional de araucária","Santa Catarina",-50.4911,-26.1906,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC142","Araucaria angustifolia","Brasil","Três Barras, floresta estacional de araucária","Santa Catarina",-50.2289,-26.2472,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC143","Araucaria angustifolia","Brasil","Porto União, floresta estacional de araucária","Santa Catarina",-51.0614,-26.27,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC144","Araucaria angustifolia","Brasil","Dionísio Cerqueira, floresta estacional de araucária","Santa Catarina",-53.6403,-26.2797,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC145","Araucaria angustifolia","Brasil","Palma Sola, floresta estacional de araucária","Santa Catarina",-53.2939,-26.3286,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC146","Araucaria angustifolia","Brasil","Irineópolis, floresta estacional de araucária","Santa Catarina",-50.7658,-26.3731,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC147","Araucaria angustifolia","Brasil","São Domingos, floresta estacional de araucária","Santa Catarina",-52.5642,-26.4606,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC148","Araucaria angustifolia","Brasil","São Lourenço do Oeste, floresta estacional de araucária","Santa Catarina",-52.8408,-26.4636,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC149","Araucaria angustifolia","Brasil","Quilombo, floresta estacional de araucária","Santa Catarina",-52.74,-26.73,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC150","Araucaria angustifolia","Brasil","Xanxerê, floresta estacional de araucária","Santa Catarina",-52.4703,-26.8197,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC151","Araucaria angustifolia","Brasil","Faxinal dos Guedes, floresta estacional de araucária","Santa Catarina",-52.2942,-26.8222,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC152","Araucaria angustifolia","Brasil","Fraiburgo, floresta estacional de araucária","Santa Catarina",-50.6714,-27.0886,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC153","Araucaria angustifolia","Brasil","Joaçaba, floresta estacional de araucária","Santa Catarina",-51.6125,-27.1794,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC154","Araucaria angustifolia","Brasil","Erval Velho, floresta estacional de araucária","Santa Catarina",-51.3881,-27.2697,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC155","Araucaria angustifolia","Brasil","Piratuba, floresta estacional de araucária","Santa Catarina",-51.7061,-27.405,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC156","Araucaria angustifolia","Brasil","São José do Cerrito, floresta estacional de araucária","Santa Catarina",-50.7617,-27.4508,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC157","Araucaria angustifolia","Brasil","Usina Garibaldi, floresta estacional de araucária","Santa Catarina",-50.9364,-27.5728,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC158","Araucaria angustifolia","Brasil","Correia Pinto, floresta estacional de araucária","Santa Catarina",-50.22,-27.6308,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC159","Araucaria angustifolia","Brasil","Rio Canoas, floresta estacional de araucária","Santa Catarina",-51.1628,-27.6333,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC160","Araucaria angustifolia","Brasil","Cerro Negro, floresta estacional de araucária","Santa Catarina",-51.0336,-27.9019,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC161","Araucaria angustifolia","Brasil","Florestal Gateados, floresta estacional de araucária","Santa Catarina",-50.8497,-28.035,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC162","Araucaria angustifolia","Brasil","Capão Alto, floresta estacional de araucária","Santa Catarina",-50.7161,-28.2142,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC163","Araucaria angustifolia","Brasil","Vale da Morte, floresta estacional de araucária","Santa Catarina",-50.5803,-26.3814,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC164","Araucaria angustifolia","Brasil","Matos Costa, floresta estacional de araucária","Santa Catarina",-51.03,-26.46,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC165","Araucaria angustifolia","Brasil","Abelardo Luz, floresta estacional de araucária","Santa Catarina",-52.1089,-26.5503,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC166","Araucaria angustifolia","Brasil","Passos Maia, floresta estacional de araucária","Santa Catarina",-51.9303,-26.64,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC167","Araucaria angustifolia","Brasil","Água Doce, floresta estacional de araucária","Santa Catarina",-51.5728,-26.6417,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC168","Araucaria angustifolia","Brasil","Lebon Régis, floresta estacional de araucária","Santa Catarina",-50.6708,-26.7303,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC169","Araucaria angustifolia","Brasil","Serra Azul, floresta estacional de araucária","Santa Catarina",-51.1189,-26.7319,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC170","Araucaria angustifolia","Brasil","Ponte Serrada, floresta estacional de araucária","Santa Catarina",-52.0169,-26.82,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC171","Araucaria angustifolia","Brasil","Caçador, floresta estacional de araucária","Santa Catarina",-50.9639,-26.8611,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC172","Araucaria angustifolia","Brasil","Salto Veloso, floresta estacional de araucária","Santa Catarina",-51.3883,-26.9072,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC173","Araucaria angustifolia","Brasil","Irani, floresta estacional de araucária","Santa Catarina",-51.9319,-27.0014,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC174","Araucaria angustifolia","Brasil","Catanduvas, floresta estacional de araucária","Santa Catarina",-51.5722,-27.0897,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC175","Araucaria angustifolia","Brasil","Tangará, floresta estacional de araucária","Santa Catarina",-51.2092,-27.0908,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC176","Araucaria angustifolia","Brasil","Monte Carlo, floresta estacional de araucária","Santa Catarina",-51.0211,-27.1975,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC177","Araucaria angustifolia","Brasil","Curitibanos, floresta estacional de araucária","Santa Catarina",-50.5808,-27.3592,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC178","Araucaria angustifolia","Brasil","Campos Novos, floresta estacional de araucária","Santa Catarina",-51.1778,-27.3817,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC179","Araucaria angustifolia","Brasil","Vargem, floresta estacional de araucária","Santa Catarina",-50.9408,-27.4494,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC180","Araucaria angustifolia","Brasil","Faxinal dos Ferreira, floresta estacional de araucária","Santa Catarina",-50.5786,-27.6319,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC181","Araucaria angustifolia","Brasil","Anita Garibaldi, floresta estacional de araucária","Santa Catarina",-51.1172,-27.7169,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC182","Araucaria angustifolia","Brasil","Campo Belo do Sul, floresta estacional de araucária","Santa Catarina",-50.8164,-27.8358,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC183","Araucaria angustifolia","Brasil","Fazenda dos Morais, floresta estacional de araucária","Santa Catarina",-50.5794,-27.9014,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC184","Araucaria angustifolia","Brasil","Coxilha Rica, floresta estacional de araucária","Santa Catarina",-50.2358,-28.1997,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC185","Araucaria angustifolia","Brasil","São João de Pelotas, floresta estacional de araucária","Santa Catarina",-50.4,-28.3503,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSC197","Araucaria angustifolia","Brasil","Coronel Freitas, floresta semidecídua","Santa Catarina",-52.74,-26.955,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Santa Catarina",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSP046","Araucaria angustifolia","Brasil","Salesópolis, floresta pluvial","São Paulo",-45.8311,-23.5686,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"São Paulo",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSP072","Araucaria angustifolia","Brasil","Serra do Japi, floresta nebular","São Paulo",-46.9681,-23.2675,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"São Paulo",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSP077","Araucaria angustifolia","Brasil","Itapeva, floresta nebular","São Paulo",-49.0544,-24.1347,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"São Paulo",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSP086","Araucaria angustifolia","Brasil","Campos do Jordão, floresta nebular de araucária","São Paulo",-45.6217,-22.7661,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"São Paulo",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSP087","Araucaria angustifolia","Brasil","Bom Sucesso de Itararé, floresta nebular de araucária","São Paulo",-49.1303,-24.2381,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"São Paulo",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSP095","Araucaria angustifolia","Brasil","Riversul, floresta estacional de araucária","São Paulo",-49.4575,-23.8781,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"São Paulo",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSP180","Araucaria angustifolia","Brasil","Amparo, floresta semidecídua","São Paulo",-46.6675,-22.6894,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"São Paulo",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSP188","Araucaria angustifolia","Brasil","Iperó, floresta semidecídua","São Paulo",-47.6411,-23.3189,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"São Paulo",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSP192","Araucaria angustifolia","Brasil","Cássia dos Coqueiros, floresta semidecídua","São Paulo",-47.0761,-21.2203,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"São Paulo",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlSP194","Araucaria angustifolia","Brasil","Espírito Sando do Pinhal, floresta semidecídua","São Paulo",-46.7172,-22.1708,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"São Paulo",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
