species,decimalLongitude.new1,decimalLatitude.new1,States,Biome,Endemism,Inside_State,Inside_Biome,Inside_BR,catalogNumber,data_source,species_id,scientificName.new1,decimalLatitude,decimalLongitude,decimalLatitude.new,decimalLongitude.new,country,country.new,stateProvince.new,municipality.new,locality.new,year.new,family.new1,geo.check,geo.check1,Flagging,cult.check,loc.check1,recordedBy.new,identifiedBy.new,resol.orig,resolution.gazetteer1,Filters_ok,Country_Capital,Province_centroid,IdenticalLongLat,GBIFheadquarter,Biod_inst,Outside_coord,zero_coord,Duplicated,shore,open_sea,wrong_country,Checar_Local,Ano,Filtrador
Araucaria angustifolia,-53.529149,-25.765426,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,141400144,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.765426,-53.529149,-25.765426,-53.529149,Brazil,brazil,parana,no.info,centro  realeza   pr  85770 000  brasil,2022,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Ristow, R.","Ristow, R.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.930023,-27.950773,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,141733870,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.950773,-49.930023,-27.950773,-49.930023,Brazil,brazil,santa catarina,no.info,urupema   sc  brasil,2022,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Gussoni, C.O.","Gussoni, C.O.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.393536,-29.420575,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,141884275,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.420575,-50.393536,-29.420575,-50.393536,Brazil,brazil,rio grande do sul,no.info,rincao dos kroeff  sao francisco de paula   rs  brasil,2022,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Jbugoni,Jbugoni,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-53.052577,-26.078495,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,141998864,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.078495,-53.052577,-26.078495,-53.052577,Brazil,brazil,parana,no.info,centro  francisco beltrao   pr  brasil,2022,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Ristow, R.","Ristow, R.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-52.680067,-25.99962,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,143227688,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.99962,-52.680067,-25.99962,-52.680067,Brazil,brazil,parana,no.info,cel  vivida   pr  brasil,2022,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Menezes, C.","Menezes, C.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.392615,-29.422065,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,148192737,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.422065,-50.392615,-29.422065,-50.392615,Brazil,brazil,rio grande do sul,no.info,rincao dos kroeff  sao francisco de paula   rs  brasil,2022,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Costa, L.","Costa, L.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.238531,-25.441119,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,180319107,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.441119,-49.238531,-25.441119,-49.238531,Brazil,brazil,parana,no.info,jardim botanico  curitiba   state of parana  82590 300  brazil,2023,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Diehl, B.","Diehl, B.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-45.53,-22.7,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,"",gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.7,-45.53,-22.7,-45.53,Brazil,brazil,"",no.info,"",2022,Araucariaceae,ok_country,ok_country,Checar_local,"",ok_same_resolution,s.n.,s.n.,country,country,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.876125,-29.394719,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,144723506,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.394719,-50.876125,-29.394719,-50.876125,Brazil,brazil,rio grande do sul,no.info,tres pinheiros  gramado   rs  95670 000  brasil,2022,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Bisneto, P.F.","Bisneto, P.F.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.27457,-27.783205,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,145848155,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.783205,-49.27457,-27.783205,-49.27457,Brazil,brazil,santa catarina,no.info,alfredo wagner  sc  br,2022,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Adrilangaro,"Catarina, F.S.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-52.289951,-31.867673,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,131285355,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-31.867673,-52.289951,-31.867673,-52.289951,Brazil,brazil,rio grande do sul,no.info,rio grande   rs  brasil,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Vinicius_s_domingues,Vinicius_s_domingues,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-53.791221,-26.030523,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,"","",,68765627,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.030523,-53.791221,-26.030523,-53.791221,Argentina,argentina,misiones,no.info,gral manuel belgrano  misiones  argentina,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Taboas, F.G.","Taboas, F.G.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-51.523121,-29.257583,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,68978736,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.257583,-51.523121,-29.257583,-51.523121,Brazil,brazil,rio grande do sul,no.info,garibaldi  br rs  br,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Kunde, L.M.","Kunde, L.M.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-53.759808,-29.614734,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,69284076,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.614734,-53.759808,-29.614734,-53.759808,Brazil,brazil,rio grande do sul,no.info,itaara  rs  97185 000  brasil,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Birck, T.P.","Linton, A.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-51.909847,-27.465633,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,79459873,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.465633,-51.909847,-27.465633,-51.909847,Brazil,brazil,santa catarina,no.info,marcelino ramos,2021,Araucariaceae,ok_country,ok_country,Checar_local,"",check_local.2state,"Dorocinski, C.","Catarina, F.S.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-47.450884,-24.289893,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,69111386,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-24.289893,-47.450884,-24.289893,-47.450884,Brazil,brazil,sao paulo,no.info,miracatu   sp  11850 000  brasil,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Yagonobre,"Tedeo, Y.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.308246,-25.415834,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,69161299,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.415834,-49.308246,-25.415834,-49.308246,Brazil,brazil,parana,no.info,manoel ribas  3401   cascatinha   cascatinha  curitiba   pr  82320 750  brazil,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,薛映月,薛映月,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-53.820814,-32.127163,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,"","",,153708034,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-32.127163,-53.820814,-32.127163,-53.820814,Uruguay,uruguay,cerro largo,no.info,centurion  cerro largo  uy,2023,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Aleduarte,Aleduarte,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-54.821062,-29.887278,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,69201884,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.887278,-54.821062,-29.887278,-54.821062,Brazil,brazil,rio grande do sul,no.info,rua duque de caxias  cacequi  rs  br,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Eidarling,薛映月,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-55.795408,-29.790648,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,69236774,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.790648,-55.795408,-29.790648,-55.795408,Brazil,brazil,rio grande do sul,no.info,alegrete  rs  brasil,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,May,May,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-53.72206,-29.7027,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,69271277,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.7027,-53.72206,-29.7027,-53.72206,Brazil,brazil,rio grande do sul,no.info,camobi  santa maria   rs  brasil,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Alice, M.","Linton, A.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.347933,-29.846985,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,69931231,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.846985,-50.347933,-29.846985,-50.347933,Brazil,brazil,rio grande do sul,no.info,caraa   rs  95515 000  brasil,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Henriqueandrades,Henriqueandrades,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-54.077439,-26.605379,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,"","",,70008119,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.605379,-54.077439,-26.605379,-54.077439,Argentina,argentina,misiones,no.info,san pedro  misiones  argentina,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Ivanfedericoebrecht,Ivanfedericoebrecht,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-54.107675,-26.633884,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,"","",,70008126,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.633884,-54.107675,-26.633884,-54.107675,Argentina,argentina,misiones,no.info,san pedro  misiones  argentina,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Ivanfedericoebrecht,Ivanfedericoebrecht,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-53.828349,-32.129154,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,"","",,70036815,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-32.129154,-53.828349,-32.129154,-53.828349,Uruguay,uruguay,cerro largo,no.info,departamento de cerro largo  uruguay,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Perez, A.L.","Mailhos, S.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-53.901394,-26.556195,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,"","",,73731335,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.556195,-53.901394,-26.556195,-53.901394,Argentina,argentina,misiones,no.info,character(0),2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Forestalbelga,Forestalbelga,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-45.57,-22.73,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,"",gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.73,-45.57,-22.73,-45.57,Brazil,brazil,"",no.info,"",2021,Araucariaceae,ok_country,ok_country,Checar_local,"",ok_same_resolution,s.n.,s.n.,country,country,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.788974,-25.725707,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,70907343,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.725707,-50.788974,-25.725707,-50.788974,Brazil,brazil,parana,no.info,rio azul  pr  84560 000  brasil,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Roseduda,Roseduda,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.77715,-29.512755,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,153810879,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.512755,-50.77715,-29.512755,-50.77715,Brazil,brazil,rio grande do sul,no.info,rua da industria  tres coroas  rs  br,2023,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Mattos, H.","Cortez, C.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.287696,-25.529051,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,71030145,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.529051,-49.287696,-25.529051,-49.287696,Brazil,brazil,parana,no.info,curitiba,2021,Araucariaceae,ok_county,ok_county,Checar_local,"",check_local.2municip.,"Neusa, N.M.","Pontes, V.F.",locality,county,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.378322,-25.303714,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,71153424,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.303714,-49.378322,-25.303714,-49.378322,Brazil,brazil,parana,no.info,almirante tamandare   state of parana  brazil,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Meijer, A.A.R.","Pontes, V.F.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-54.104307,-26.623476,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,"","",,71394919,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.623476,-54.104307,-26.623476,-54.104307,Argentina,argentina,misiones,no.info,san pedro  misiones  argentina,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Ivanfedericoebrecht,Ivanfedericoebrecht,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-54.125461,-26.638217,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,"","",,71394939,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.638217,-54.125461,-26.638217,-54.125461,Argentina,argentina,misiones,no.info,san pedro  misiones  argentina,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Ivanfedericoebrecht,Ivanfedericoebrecht,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-54.119648,-26.633217,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,"","",,71394967,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.633217,-54.119648,-26.633217,-54.119648,Argentina,argentina,misiones,no.info,san pedro  misiones  argentina,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Ivanfedericoebrecht,Ivanfedericoebrecht,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-54.105846,-26.630946,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,"","",,71585105,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.630946,-54.105846,-26.630946,-54.105846,Argentina,argentina,misiones,no.info,san pedro  misiones  argentina,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Ivanfedericoebrecht,Ivanfedericoebrecht,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-54.109618,-26.629708,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,"","",,71586663,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.629708,-54.109618,-26.629708,-54.109618,Argentina,argentina,misiones,no.info,san pedro  misiones  argentina,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Ivanfedericoebrecht,Ivanfedericoebrecht,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.444167,-22.297222,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,72379333,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.297222,-44.444167,-22.297222,-44.444167,Brazil,brazil,rio de janeiro,no.info,pico da pedra selada  resende   rj  brasil,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"D'andretta, J.","D'andretta, J.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-54.101918,-26.627427,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,"","",,72898888,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.627427,-54.101918,-26.627427,-54.101918,Argentina,argentina,misiones,no.info,san pedro  misiones  argentina,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Ivanfedericoebrecht,Ivanfedericoebrecht,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-51.013748,-29.085392,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,80435389,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.085392,-51.013748,-29.085392,-51.013748,Brazil,brazil,rio grande do sul,no.info,caxias do sul,2021,Araucariaceae,ok_county,ok_county,Checar_local,"",check_local.2municip.,Carolinasschmith,"Orozco, L.I.",locality,county,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-45.97211,-22.88582,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,154567202,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.88582,-45.97211,-22.88582,-45.97211,Brazil,brazil,sao paulo,no.info,sao jose dos campos  sp  br,2023,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Vlz,Vlz,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.772001,-25.692143,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,73667958,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.692143,-50.772001,-25.692143,-50.772001,Brazil,brazil,parana,no.info,rio azul   pr  brasil,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Roseduda,Roseduda,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-43.011237,-22.261984,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,74544764,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.261984,-43.011237,-22.261984,-43.011237,Brazil,brazil,rio de janeiro,no.info,posse  petropolis   rj  brasil,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Claudia_mermelstein,Claudia_mermelstein,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.158322,-25.099425,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,74591019,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.099425,-50.158322,-25.099425,-50.158322,Brazil,brazil,parana,no.info,ponta grossa  pr  brasil,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Pankevicz, A.","Pankevicz, A.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-54.100851,-26.628682,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,"","",,74899647,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.628682,-54.100851,-26.628682,-54.100851,Argentina,argentina,misiones,no.info,san pedro  misiones  argentina,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Ivanfedericoebrecht,Ivanfedericoebrecht,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.894244,-23.056091,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,75427657,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-23.056091,-44.894244,-23.056091,-44.894244,Brazil,brazil,sao paulo,no.info,cunha  sp  br,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Silva, J.V.B.","Pontes, V.F.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.524078,-25.464681,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,75824873,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.464681,-49.524078,-25.464681,-49.524078,Brazil,brazil,parana,no.info,vila bancaria  campo largo   pr  83601 450  brasil,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Adriana,Adriana,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.275944,-25.427076,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,76982535,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.427076,-49.275944,-25.427076,-49.275944,Brazil,brazil,parana,no.info,sao francisco  curitiba   pr  80510 240  brasil,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Cesar_gabardo,Cesar_gabardo,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.54197,-25.417447,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,77024504,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.417447,-49.54197,-25.417447,-49.54197,Brazil,brazil,parana,no.info,campo largo  pr  br,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Muller, C.","Muller, C.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.273392,-25.427647,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,77044677,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.427647,-49.273392,-25.427647,-49.273392,Brazil,brazil,parana,no.info,sao francisco  curitiba   pr  80020 170  brasil,2021,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Cesar_gabardo,Cesar_gabardo,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-54.485205,-25.608472,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,154969732,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.608472,-54.485205,-25.608472,-54.485205,Brazil,brazil,parana,no.info,foz do iguacu  pr  br,2023,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Juancarloswu,Juancarloswu,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-58.42,-34.57,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,"","",,"",gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-34.57,-58.42,-34.57,-58.42,Argentina,argentina,"",no.info,"",2021,Araucariaceae,ok_country,ok_country,Checar_local,"",ok_same_resolution,s.n.,s.n.,country,country,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-58.41,-34.57,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,"","",,"",gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-34.57,-58.41,-34.57,-58.41,Argentina,argentina,"",no.info,"",2021,Araucariaceae,ok_country,ok_country,Checar_local,"",ok_same_resolution,s.n.,s.n.,country,country,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
