species,decimalLongitude.new1,decimalLatitude.new1,States,Biome,Endemism,Inside_State,Inside_Biome,Inside_BR,catalogNumber,data_source,species_id,scientificName.new1,decimalLatitude,decimalLongitude,decimalLatitude.new,decimalLongitude.new,country,country.new,stateProvince.new,municipality.new,locality.new,year.new,family.new1,geo.check,geo.check1,Flagging,cult.check,loc.check1,recordedBy.new,identifiedBy.new,resol.orig,resolution.gazetteer1,Filters_ok,Country_Capital,Province_centroid,IdenticalLongLat,GBIFheadquarter,Biod_inst,Outside_coord,zero_coord,Duplicated,shore,open_sea,wrong_country,Checar_Local,Ano,Filtrador
Araucaria angustifolia,-53.8069000244141,-29.6842002868652,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,2110,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-29.6842002868652,-53.8069000244141,-29.6842002868652,-53.8069000244141,Brasil,brazil,rio grande do sul,no.info,bairro camobi   campus da ufsm/ parque das nacoes,1981,Araucariaceae,ok_state,ok_state,Checar_local|duplicated,"",check_local.2state,Ralf.,Ralf.,locality,state,TRUE,,"","",,"",,,duplicated,,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.089301,-25.326491,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,124436281,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.326491,-49.089301,-25.326491,-49.089301,Brazil,brazil,parana,no.info,campina grande do sul  pr  83430 000  brasil,2022,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Luan_saltori,Luan_saltori,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.947778,-28.438889,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,134549,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-28.438889,-49.947778,-28.438889,-49.947778,Brasil,brazil,santa catarina,no.info,fom  classe da floresta  estagio medio a avancado de regeneracao,2008,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Gasper, A.L.",s.n.,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-45.319583,-22.581917,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,149954,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-22.581917,-45.319583,-22.581917,-45.319583,Brasil,brazil,minas gerais,no.info,fazenda boa esperanca  floresta ombrofila mista em regeneracao,2011,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Almeida, T.E.",s.n.,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-43.966111,-19.871944,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,211740,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-19.871944,-43.966111,-19.871944,-43.966111,Brasil,brazil,minas gerais,no.info,campus da ufmg,2012,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Alunos, C.F.U.",s.n.,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-51.370278,-23.328056,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,4316,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-23.328056,-51.370278,-23.328056,-51.370278,Brasil,brazil,parana,no.info,rppn mata do suico,2023,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Biral, L.","Biral, L.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.733583,-22.330028,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,7456,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-22.330028,-44.733583,-22.330028,-44.733583,Brasil,brazil,minas gerais,no.info,parque nacional do itatiaia,2012,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Locosselli, G.M.N.",s.n.,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-52.406247,-25.944012,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,124603569,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.944012,-52.406247,-25.944012,-52.406247,Brazil,brazil,parana,no.info,br373  coronel vivida  pr  br,2022,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Lorenireami,"Secolin, R.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.733333,-22.330111,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,7455,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-22.330111,-44.733333,-22.330111,-44.733333,Brasil,brazil,minas gerais,no.info,parque nacional do itatiaia,2012,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Locosselli, G.M.N.",s.n.,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-48.678902,-24.557501,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,11484,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-24.557501,-48.678902,-24.557501,-48.678902,Brazil,brazil,sao paulo,no.info,bairro da serra e betari,2004,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Ming, L.C.",s.n.,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-46.7738,-23.6625,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,2152,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-23.6625,-46.7738,-23.6625,-46.7738,Brazil,brazil,sao paulo,no.info,capao redondo,1992,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Garcia, R.J.F.",s.n.,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-47.072201,-23.724501,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,8445,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-23.724501,-47.072201,-23.724501,-47.072201,Brazil,brazil,sao paulo,no.info,godoy,2000,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Bernacci, L.C.",s.n.,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-46.9589,-23.675501,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,8452,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-23.675501,-46.9589,-23.675501,-46.9589,Brazil,brazil,sao paulo,no.info,mga,2000,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Bernacci, L.C.",s.n.,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.2932,-25.327288,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,124683538,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.327288,-49.2932,-25.327288,-49.2932,Brazil,brazil,parana,no.info,vila tefe  alm  tamandare   pr  brazil,2022,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Kevinaosei,Kevinaosei,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.1586111,-25.3158333,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,33397,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-25.3158333,-49.1586111,-25.3158333,-49.1586111,Brasil,brazil,parana,no.info,emprapa,2010,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Verdi, M.","Verdi, M.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.3469444,-27.8327778,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,37053,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-27.8327778,-50.3469444,-27.8327778,-50.3469444,Brasil,brazil,santa catarina,no.info,quintal de uma residencia,2008,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Stefenon, V.M.",s.n.,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-51.155,-27.9013889,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,48763,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-27.9013889,-51.155,-27.9013889,-51.155,Brasil,brazil,santa catarina,no.info,"",2006,Araucariaceae,ok_country,ok_country,Checar_local,"",check_municip.2state,"Guarino, E.S.G.","Guariano, E.S.G.",municipality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-51.0224990844727,-27.6110992431641,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,39796,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-27.6110992431641,-51.0224990844727,-27.6110992431641,-51.0224990844727,Brasil,brazil,santa catarina,no.info,area de supressao para construcao da uhe garibaldi,2011,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Guimaraes, F.B.","Guimaraes, F.B.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-52.475934,-31.54392,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,124928195,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-31.54392,-52.475934,-31.54392,-52.475934,Brazil,brazil,rio grande do sul,no.info,quilombo  pelotas   rs  brasil,2022,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Restrepo, C.C.","Restrepo, C.C.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-46.7400016784668,-23.3600006103516,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,218550,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-23.3600006103516,-46.7400016784668,-23.3600006103516,-46.7400016784668,Brasil,brazil,sao paulo,no.info,cia melhoramentos,1987,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Ortiz, C.C.",s.n.,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-46.4155556,-21.9972222,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,2601,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-21.9972222,-46.4155556,-21.9972222,-46.4155556,Brasil,brazil,minas gerais,no.info,apa da pedra branca  estarda bom retiro x bocaina,2016,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Braga, J.P.L.","Braga, J.P.L.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.4861111,-28.9352777,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,4507,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-28.9352777,-49.4861111,-28.9352777,-49.4861111,Brasil,brazil,santa catarina,no.info,"",1993,Araucariaceae,ok_state,ok_state,Checar_local,"",check_municip.2state,"Carvalho, E.T.G.","Carvalho, E.T.G.",municipality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-53.3713889,-25.3422222,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,5979,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-25.3422222,-53.3713889,-25.3422222,-53.3713889,Brasil,brazil,parana,no.info,estrada sentido fazenda ouro azul  lajeado dos borbas  arvore meio a cobertura vegetal de atividades agrarias  agricultura  ponto 751,2018,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Rocha Filho, J.A.","Silva, D.R.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.224167,-25.291944,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,5446,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-25.291944,-49.224167,-25.291944,-49.224167,Brasil,brazil,parana,no.info,"",2000,Araucariaceae,ok_state,ok_state,Checar_local,"",check_municip.2state,"Maschio, W.",s.n.,municipality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.266667,-25.416667,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,7810,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-25.416667,-49.266667,-25.416667,-49.266667,Brasil,brazil,parana,no.info,"",2001,Araucariaceae,ok_state,ok_state,Checar_local,"",check_municip.2state,"Ribas, O.S.","Ribas, O.S.",municipality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-54.559982,-25.844977,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,"","",,125210957,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.844977,-54.559982,-25.844977,-54.559982,Argentina,argentina,misiones,no.info,iguazu  ar mn  ar,2022,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Sanchez, C.","Sanchez, C.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.273056,-25.428056,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,8628,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-25.428056,-49.273056,-25.428056,-49.273056,Brasil,brazil,parana,no.info,"",2009,Araucariaceae,ok_state,ok_state,Checar_local,"",check_municip.2state,Dunaiski Junior,A.,municipality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-51.858611,-25.920556,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,144089,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-25.920556,-51.858611,-25.920556,-51.858611,Brasil,brazil,parana,no.info,estacao ecologica municipal francisco paschoeto,2019,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Caxambu, M.G.","Caxambu, M.G.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-53.77,-26.03,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,"","",,231158,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-26.03,-53.77,-26.03,-53.77,Argentina,argentina,misiones,no.info,dpto  m  belgrano  ruta nac  101  8 km  n de san antonio  monte de araucarias inya  borde,1995,Araucariaceae,ok_state,ok_state,Checar_local|duplicated,"",check_local.2state,"Guaglianone, E.R.",s.n.,locality,state,TRUE,,"","",,"",,,duplicated,,"","",Checar_local,"",Weverton
Araucaria angustifolia,-51.508078,-27.173244,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,125986846,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.173244,-51.508078,-27.173244,-51.508078,Brazil,brazil,santa catarina,no.info,rua felipe schmidt  joacaba  sc  br,2022,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Kwells,"Chitao), C.'N.F.'B.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-51,-27,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,424106,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-27,-51,-27,-51,Brazil,brazil,santa catarina,no.info,cacador  floresta nacional de cacador  at the headquarters along sc 302,1990,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Guala, G.","Mill, R.R.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-41.86383,-20.493403,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,126005635,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-20.493403,-41.86383,-20.493403,-41.86383,Brazil,brazil,minas gerais,no.info,alto caparao  mg  br,2022,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Novaes, C.","Novaes, C.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-51.9906,-26.4844,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,1085763,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-26.4844,-51.9906,-26.4844,-51.9906,Brazil,brazil,parana,no.info,rodavia br 449  km  5 10,1998,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Hatschbach, G.G.",s.n.,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.1989,-25.9283,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,424103,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-25.9283,-49.1989,-25.9283,-49.1989,Brazil,brazil,parana,no.info,"",1991,Araucariaceae,ok_state,ok_state,Checar_local,"",check_municip.2state,"Cervi, A.C.","Cervi, A.C.",municipality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-48.8342,-25.4769,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,424101,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-25.4769,-48.8342,-25.4769,-48.8342,Brazil,brazil,parana,no.info,rio do cedro  forest off rio nunes guaraquecaba road,1985,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Gentry, A.H.",s.n.,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-42.485662,-22.39473,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,152383598,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.39473,-42.485662,-22.39473,-42.485662,Brazil,brazil,rio de janeiro,no.info,nova friburgo  rj  br,2023,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Monsores, D.","Monsores, D.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.734767,-22.356087,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,126262265,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.356087,-44.734767,-22.356087,-44.734767,Brazil,brazil,minas gerais,no.info,itatiaia national park  itamonte  mg  br,2022,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Riggs, J.","Riggs, J.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-45.59,-22.73,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,424099,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-22.73,-45.59,-22.73,-45.59,Brazil,brazil,sao paulo,no.info,campos de jordao  parque estadual  caminho para sao jose dos alpes,1985,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Pirani, J.R.","Mill, R.R.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.079839,-29.15903,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,126486020,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.15903,-50.079839,-29.15903,-50.079839,Brazil,brazil,"",no.info,national park of aparados da serra  praia grande  sc  br,2022,Araucariaceae,ok_country,ok_country,Checar_local,"",ok_same_resolution,Anohturfft,Anohturfft,country,country,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.580564,-27.283825,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,1019,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-27.283825,-50.580564,-27.283825,-50.580564,Brasil,brazil,santa catarina,no.info,centro da cidade de curitibanos,2014,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Santos, V.G.","Scipioni, M.C.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.806111,-27.483889,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,2894,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-27.483889,-50.806111,-27.483889,-50.806111,Brasil,brazil,santa catarina,no.info,canteiro de obras da uhe sao roque,2013,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Marcon, A.","Mariot, A.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.805556,-27.484444,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,3243,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-27.484444,-50.805556,-27.484444,-50.805556,Brasil,brazil,santa catarina,no.info,canteiro de obras da uhe sao roque,2013,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Mariot, A.","Steiner, F.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.804722,-27.485,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,3290,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-27.485,-50.804722,-27.485,-50.804722,Brasil,brazil,santa catarina,no.info,canteiro de obras da uhe sao roque,2013,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Mariot, A.","Steiner, F.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.582011,-27.283194,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,781,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-27.283194,-50.582011,-27.283194,-50.582011,Brasil,brazil,santa catarina,no.info,"",2014,Araucariaceae,ok_state,ok_state,Checar_local,"",check_municip.2state,"Ludwig, R.L.","Ludwig, R.L.",municipality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.533036,-27.285467,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,782,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-27.285467,-50.533036,-27.285467,-50.533036,Brasil,brazil,santa catarina,no.info,ufsc  estacionamentpo proximo a trilha do pessegueirinho,2014,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Dambros, V.G.","Dambros, V.G.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.585278,-27.283333,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,783,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-27.283333,-50.585278,-27.283333,-50.585278,Brasil,brazil,santa catarina,no.info,localidade rod  ulysses gaboardi  km 3  sitio rancho nativo,2014,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Fontoura, S.B.",s.n.,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.733453,-27.226942,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,817,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-27.226942,-50.733453,-27.226942,-50.733453,Brasil,brazil,santa catarina,no.info,xaxim  interior  proximo a ponte que divide curitibanos de frei rogerio,2014,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Almeida, H.F.","Almeida, H.F.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.584167,-27.283056,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,38264,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-27.283056,-50.584167,-27.283056,-50.584167,Brasil,brazil,santa catarina,no.info,"",2014,Araucariaceae,ok_state,ok_state,Checar_local,"",check_municip.2state,"Ludwig, R.L.","Ludwig, R.L.",municipality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.734809,-22.356001,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,126835216,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.356001,-44.734809,-22.356001,-44.734809,Brazil,brazil,minas gerais,no.info,itatiaia  itatiaia  itanhandu  br mg  br,2022,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Tomewert,Tomewert,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-43.505556,-20.429167,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,29566,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-20.429167,-43.505556,-20.429167,-43.505556,Brasil,brazil,minas gerais,no.info,parque estadual do itacolomi  trilha do forno,2015,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Caserio, B.M.","Souza, H.C.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-43.493611,-20.383889,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,30527,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-20.383889,-43.493611,-20.383889,-43.493611,Brasil,brazil,minas gerais,no.info,morro da queimada,2017,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Urriago, L.M.","Messias, M.C.T.B.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.1744444,-29.4808333,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,10494,speciesLink,"",Araucaria angustifolia (Bertol.) Kuntze,-29.4808333,-50.1744444,-29.4808333,-50.1744444,Brasil,brazil,rio grande sul,no.info,cpcn pro mata,2001,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,s.n.,"Projeto, E.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
