catalogNumber,data_source,species_id,species,scientificName.new1,decimalLatitude,decimalLongitude,decimalLatitude.new,decimalLongitude.new,decimalLatitude.new1,decimalLongitude.new1,country,country.new,stateProvince.new,municipality.new,locality.new,year.new,family.new1,geo.check,geo.check1,cult.check,loc.check1,recordedBy.new,identifiedBy.new,resol.orig,resolution.gazetteer1
44056648,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.454912,-49.368022,-25.454912,-49.368022,-25.454912,-49.368022,Brazil,brazil,parana,no.info,cidade industrial  curitiba  pr  br,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,Cidafernandes,Cidafernandes,locality,state
MBM424228,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,0,0,-24.65577876,-50.46867169,-24.65577876,-50.46867169,Brazil,brazil,parana,tibagi,uhe tibagi montante,2019,Araucariaceae,ok_county_gazet,ok_county_gazet,,check_local.2municip.,"Ariati, V.","Jesus, J.M.A.",locality,county
67355236,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.684245,-54.439388,-25.684245,-54.439388,-25.684245,-54.439388,Brazil,brazil,parana,no.info,rio iguacu  foz do iguacu  pr  br,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,"Jones, A.","Aranda, B.",locality,state
,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.34,-50.85,-29.34,-50.85,-29.34,-50.85,Brazil,brazil,,no.info,,2019,Araucariaceae,ok_country,ok_country,,ok_same_resolution,s.n.,s.n.,country,country
36742335,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-18.247384,-43.649021,-18.247384,-43.649021,-18.247384,-43.649021,Brazil,brazil,minas gerais,no.info,diamantina   mg  39100 000  brasil,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,"Lopes, E.E.M.","Lopes, E.E.M.",locality,state
51054218,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.628008,-54.101491,-26.628008,-54.101491,-26.628008,-54.101491,Argentina,argentina,misiones,no.info,san pedro  misiones  argentina,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,Ivanfedericoebrecht,Ivanfedericoebrecht,locality,state
56996142,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.630252,-54.099883,-26.630252,-54.099883,-26.630252,-54.099883,Argentina,argentina,misiones,no.info,san pedro  misiones  argentina,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,Ivanfedericoebrecht,Ivanfedericoebrecht,locality,state
56996732,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.629777,-54.099383,-26.629777,-54.099383,-26.629777,-54.099383,Argentina,argentina,misiones,no.info,san pedro  misiones  argentina,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,Ivanfedericoebrecht,Ivanfedericoebrecht,locality,state
62082939,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-30.092971,-51.223493,-30.092971,-51.223493,-30.092971,-51.223493,Brazil,brazil,rio grande do sul,no.info,nonoai  porto alegre   rs  brasil,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,Tere,Tere,locality,state
69232317,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.095667,-50.365531,-29.095667,-50.365531,-29.095667,-50.365531,Brazil,brazil,rio grande do sul,no.info,jaquirana   rs  95420 000  brasil,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,"Manoelle, L.","Manoelle, L.",locality,state
98871671,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.678328,-54.453102,-25.678328,-54.453102,-25.678328,-54.453102,Argentina,argentina,misiones,no.info,iguazu  misiones  argentina,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,"Silva, M.R.","Arroyo, F.",locality,state
,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.81,-51.46,-25.81,-51.46,-25.81,-51.46,Brazil,brazil,,no.info,,2019,Araucariaceae,ok_country,ok_country,,ok_same_resolution,s.n.,s.n.,country,country
,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.7,-45.51,-22.7,-45.51,-22.7,-45.51,Brazil,brazil,,no.info,,2019,Araucariaceae,ok_country,ok_country,,ok_same_resolution,s.n.,s.n.,country,country
34477408,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.931841,-49.85709,-27.931841,-49.85709,-27.931841,-49.85709,Brazil,brazil,santa catarina,no.info,urupema   state of santa catarina  88625 000  brazil,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,"Wheeler, L.C.","Wheeler, L.C.",locality,state
34643963,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-28.368407,-49.564445,-28.368407,-49.564445,-28.368407,-49.564445,Brazil,brazil,santa catarina,no.info,bom jardim da serra   state of santa catarina  88640 000  brazil,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,"Wheeler, L.C.","Wheeler, L.C.",locality,state
34645010,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.857965,-49.391722,-27.857965,-49.391722,-27.857965,-49.391722,Brazil,brazil,santa catarina,no.info,bom retiro   state of santa catarina  88680 000  brazil,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,"Wheeler, L.C.","Gasperin, E.L.F.",locality,state
34646067,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.933127,-49.856063,-27.933127,-49.856063,-27.933127,-49.856063,Brazil,brazil,santa catarina,no.info,urupema   state of santa catarina  brazil,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,"Wheeler, L.C.","Wheeler, L.C.",locality,state
35103239,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.516113,-53.998595,-26.516113,-53.998595,-26.516113,-53.998595,Argentina,argentina,misiones,no.info,san pedro department  misiones province  argentina,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,"Wheeler, L.C.","Wheeler, L.C.",locality,state
35131916,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-28.565923,-49.655862,-28.565923,-49.655862,-28.565923,-49.655862,Brazil,brazil,santa catarina,no.info,trilha dos tropeiros  sideropolis,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,"Just, J.G.","Just, J.G.",locality,state
63409196,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.497642,-48.999163,-25.497642,-48.999163,-25.497642,-48.999163,Brazil,brazil,parana,no.info,piraquara  pr  br,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,"Vidana, D.L.S.","Kruger, A.C.",locality,state
35568925,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.862737,-46.039729,-22.862737,-46.039729,-22.862737,-46.039729,Brazil,brazil,minas gerais,no.info,monte verde  camanducaia   mg  37650 000  brasil,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,Mcangussu,"Fischer, G.A.",locality,state
36175343,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.556352,-53.897379,-26.556352,-53.897379,-26.556352,-53.897379,Argentina,argentina,misiones,no.info,character(0),2019,Araucariaceae,ok_state,ok_state,,check_local.2state,Forestalbelga,Forestalbelga,locality,state
36178800,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.174232,-51.049435,-25.174232,-51.049435,-25.174232,-51.049435,Brazil,brazil,parana,no.info,prudentopolis   state of parana  84400 000  brazil,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,Anju,"Arroyo, F.",locality,state
36183048,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.556442,-53.895593,-26.556442,-53.895593,-26.556442,-53.895593,Argentina,argentina,misiones,no.info,character(0),2019,Araucariaceae,ok_state,ok_state,,check_local.2state,Forestalbelga,Forestalbelga,locality,state
40273921,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.428954,-49.267137,-25.428954,-49.267137,-25.428954,-49.267137,Brazil,brazil,parana,no.info,curitiba,2019,Araucariaceae,ok_county,ok_county,,check_local.2municip.,"Blunck, E.","Orozco, L.I.",locality,county
79072710,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-21.319153,-43.750227,-21.319153,-43.750227,-21.319153,-43.750227,Brazil,brazil,minas gerais,no.info,antonio carlos  mg  36220 000  brasil,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,"Werneck, C.","Werneck, C.",locality,state
,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-23.1,-48.9,-23.1,-48.9,-23.1,-48.9,Brazil,brazil,,no.info,,2019,Araucariaceae,ok_country,ok_country,,ok_same_resolution,s.n.,s.n.,country,country
,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-23.1,-48.9,-23.1,-48.9,-23.1,-48.9,Brazil,brazil,,no.info,,2019,Araucariaceae,ok_country,ok_country,,ok_same_resolution,s.n.,s.n.,country,country
,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.74,-45.6,-22.74,-45.6,-22.74,-45.6,Brazil,brazil,,no.info,,2019,Araucariaceae,ok_country,ok_country,,ok_same_resolution,s.n.,s.n.,country,country
,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.39,-50.82,-29.39,-50.82,-29.39,-50.82,Brazil,brazil,,no.info,,2019,Araucariaceae,ok_country,ok_country,,ok_same_resolution,s.n.,s.n.,country,country
,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.6,-48.52,-27.6,-48.52,-27.6,-48.52,Brazil,brazil,,no.info,,2019,Araucariaceae,ok_country,ok_country,,ok_same_resolution,s.n.,s.n.,country,country
,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.6,-48.52,-27.6,-48.52,-27.6,-48.52,Brazil,brazil,,no.info,,2019,Araucariaceae,ok_country,ok_country,,ok_same_resolution,s.n.,s.n.,country,country
103350426,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.326997,-44.607242,-22.326997,-44.607242,-22.326997,-44.607242,Brazil,brazil,minas gerais,no.info,rj 151  itatiaia  rj  br,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,"Monsores, D.","Werneck, C.",locality,state
103551652,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.330428,-44.538058,-22.330428,-44.538058,-22.330428,-44.538058,Brazil,brazil,minas gerais,no.info,rj 151  resende  rj  br,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,"Monsores, D.","Monsores, D.",locality,state
36375578,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.429762,-50.249675,-29.429762,-50.249675,-29.429762,-50.249675,Brazil,brazil,rio grande do sul,no.info,sao francisco da paula  rs  br,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,"Neely, W.","Neely, W.",locality,state
37160475,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.420136,-51.783722,-25.420136,-51.783722,-25.420136,-51.783722,Brazil,brazil,parana,no.info,candoi   state of parana  85140 000  brazil,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,"Ben, P.","Ben, P.",locality,state
37160479,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.442653,-48.894672,-25.442653,-48.894672,-25.442653,-48.894672,Brazil,brazil,parana,no.info,morretes  parana  brazil,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,"Ben, P.","Ben, P.",locality,state
37160496,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.408756,-49.269458,-25.408756,-49.269458,-25.408756,-49.269458,Brazil,brazil,parana,no.info,centro civico  curitiba   pr  brazil,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,"Ben, P.","Ben, P.",locality,state
37160504,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-24.996622,-53.294536,-24.996622,-53.294536,-24.996622,-53.294536,Brazil,brazil,parana,no.info,cascavel  parana  brazil,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,"Ben, P.","Ben, P.",locality,state
38470476,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.616945,-45.40361,-22.616945,-45.40361,-22.616945,-45.40361,Brazil,brazil,minas gerais,no.info,wenceslau braz   mg  brasil,2019,Araucariaceae,ok_state,ok_state,,check_local.2state,Mtatianabc,Mtatianabc,locality,state
-1456861117,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,28.694973,-17.782059,28.694973,-17.782059,28.694973,-17.782059,Spain,spain,,no.info,las nieves  la palma,2019,Araucariaceae,ok_country,ok_country,,ok_same_resolution,s.n.,s.n.,country,country
12367900,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.446473,-49.279206,-25.446473,-49.279206,-25.446473,-49.279206,Brazil,brazil,parana,no.info,agua verde  curitiba   pr  81020 430  brasil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Evandro,Evandro,locality,state
UNOP009841,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.572778,-53.620833,-25.572778,-53.620833,-25.572778,-53.620833,Brazil,brazil,parana,capanema,estrada sentido fazenda ouro azul   lajeado dos borbas,2018,Araucariaceae,ok_county,ok_county,,check_local.2municip.,"Rocha Filho, J.A.","Silva, D.R.",locality,county
5979,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.342222,-53.371389,-25.342222,-53.371389,-25.342222,-53.371389,Brazil,brazil,parana,capanema,estrada sentido fazenda ouro azul  lajeado dos borbas  arvore meio a cobertura vegetal de atividades agrarias  agricultura  ponto 751,2018,Araucariaceae,ok_state,ok_state,,check_local.2municip.,"Rocha Filho, J.A.","Silva, D.R.",locality,county
35816838,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.44878,-50.605563,-29.44878,-50.605563,-29.44878,-50.605563,Brazil,brazil,rio grande do sul,no.info,sao francisco de paula   rs  95400 000  brasil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,"Rempe, E.F.","Arroyo, F.",locality,state
FURB57765,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-28.0825,-49.591111,-28.0825,-49.591111,-28.0825,-49.591111,Brazil,brazil,santa catarina,urubici,,2018,Araucariaceae,ok_county,ok_county,,ok_same_resolution,"Kassner Filho, A.","Kassner Filho, A.",municipality,county
57765,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-28.0825,-49.591111,-28.0825,-49.591111,-28.0825,-49.591111,Brazil,brazil,santa catarina,urubici,,2018,Araucariaceae,ok_county,ok_county,,ok_same_resolution,"Kassner Filho, A.","Kassner Filho, A.",municipality,county
11519778,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.442192,-49.239273,-25.442192,-49.239273,-25.442192,-49.239273,Brazil,brazil,parana,no.info,unnamed road   jardim botanico  curitiba   pr  brasil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Denitor,Denitor,locality,state
11519833,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.442174,-49.239266,-25.442174,-49.239266,-25.442174,-49.239266,Brazil,brazil,parana,no.info,unnamed road   jardim botanico  curitiba   pr  brasil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Denitor,"Rocha, F.",locality,state
11732428,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.768197,-45.608592,-22.768197,-45.608592,-22.768197,-45.608592,Brazil,brazil,sao paulo,no.info,campos do jordao   sp  campos do jordao  sp  br,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Rbaratho,Rbaratho,locality,state
11743275,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.408282,-49.352497,-25.408282,-49.352497,-25.408282,-49.352497,Brazil,brazil,parana,no.info,r  angelo massignan  1267   sao braz  curitiba   pr  brazil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Walther_grube,Walther_grube,locality,state
11815811,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.559694,-49.236603,-25.559694,-49.236603,-25.559694,-49.236603,Brazil,brazil,parana,no.info,unnamed road   alto boqueirao  curitiba   pr  brasil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Silmara,Julie,locality,state
11839071,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.512714,-49.257149,-25.512714,-49.257149,-25.512714,-49.257149,Brazil,brazil,parana,no.info,rua general theodorico goncalves guimaraes  1282 1320   xaxim  curitiba   pr  81720 070  brasil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Elianejavorski,"Athaydes, M.",locality,state
11839293,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.51289,-49.257011,-25.51289,-49.257011,-25.51289,-49.257011,Brazil,brazil,parana,no.info,rua general theodorico goncalves guimaraes  1282 1320   xaxim  curitiba   pr  81720 070  brasil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Elianejavorski,"Athaydes, M.",locality,state
11841494,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.51289,-49.257011,-25.51289,-49.257011,-25.51289,-49.257011,Brazil,brazil,parana,no.info,curitiba  br pr  br,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Elianejavorski,"Athaydes, M.",locality,state
11878339,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.385035,-49.015442,-25.385035,-49.015442,-25.385035,-49.015442,Brazil,brazil,parana,no.info,r  anhangava  7   borda do campo  quatro barras   pr  83420 000  brazil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Reservajaguarapira,Reservajaguarapira,locality,state
11907044,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.425085,-49.266842,-25.425085,-49.266842,-25.425085,-49.266842,Brazil,brazil,parana,no.info,curitiba  br pr  br,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Silmara,Julie,locality,state
11924646,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.452439,-49.338984,-25.452439,-49.338984,-25.452439,-49.338984,Brazil,brazil,parana,no.info,campo comprido  curitiba   pr  81020 430  brasil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Karolcosenza,Karolcosenza,locality,state
11949861,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.417664,-49.304924,-25.417664,-49.304924,-25.417664,-49.304924,Brazil,brazil,parana,no.info,merces  curitiba   pr  81020 430  brasil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Evandro,Evandro,locality,state
MBM415243,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-24.772222,-48.718611,-24.772222,-48.718611,-24.772222,-48.718611,Brazil,brazil,parana,adrianopolis,estrada da berneck a tatupeba,2018,Araucariaceae,ok_county,ok_county,,check_local.2municip.,"Brotto, M.L.","Brotto, M.L.",locality,county
59796100,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.393976,-50.927341,-29.393976,-50.927341,-29.393976,-50.927341,Brazil,brazil,rio grande do sul,no.info,gramado   rs  brasil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,"Fauna, M.R.","Fauna, M.R.",locality,state
415243,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-24.772222,-48.718611,-24.772222,-48.718611,-24.772222,-48.718611,Brazil,brazil,parana,adrianopolis,estrada da berneck a tatupeba,2018,Araucariaceae,ok_county,ok_county,,check_local.2municip.,"Brotto, M.L.","Brotto, M.L.",locality,county
55739,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-23.325694,-51.215917,-23.325694,-51.215917,-23.325694,-51.215917,Brazil,brazil,parana,londrina,campus da universidade estadual de londrina  entre o ru e o calcadao,2018,Araucariaceae,ok_county,ok_county,,check_local.2municip.,"Silva, W.J.","Silva, W.J.",locality,county
12028800,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.490255,-49.259834,-25.490255,-49.259834,-25.490255,-49.259834,Brazil,brazil,parana,no.info,r  irma flavia borlet  1288 1344   hauer  curitiba   pr  81630 170  brasil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Elianejavorski,"Roecker Junior, D.",locality,state
12028815,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.490255,-49.259834,-25.490255,-49.259834,-25.490255,-49.259834,Brazil,brazil,parana,no.info,r  irma flavia borlet  1288 1344   hauer  curitiba   pr  81630 170  brasil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Elianejavorski,"Roecker Junior, D.",locality,state
25882,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-24.280111,-51.694222,-24.280111,-51.694222,-24.280111,-51.694222,Brazil,brazil,parana,ivaipora,estacao ecologica municipal faian,2018,Araucariaceae,ok_county,ok_county,,check_local.2municip.,"Siqueira, E.L.","Caxambu, M.G.",locality,county
,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.59,-47.4,-22.59,-47.4,-22.59,-47.4,Brazil,brazil,,no.info,,2018,Araucariaceae,ok_country,ok_country,,ok_same_resolution,s.n.,s.n.,country,country
103261194,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.158516,-50.079686,-29.158516,-50.079686,-29.158516,-50.079686,Brazil,brazil,,no.info,praia grande   sc  brasil,2018,Araucariaceae,ok_country,ok_country,,ok_same_resolution,"Dislich, R.","Dislich, R.",country,country
103261313,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.158034,-50.081232,-29.158034,-50.081232,-29.158034,-50.081232,Brazil,brazil,rio grande do sul,no.info,cambara do sul   rs  brasil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,"Dislich, R.","Dislich, R.",locality,state
103261457,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.158952,-50.081834,-29.158952,-50.081834,-29.158952,-50.081834,Brazil,brazil,rio grande do sul,no.info,praia grande   sc  brasil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,"Dislich, R.","Dislich, R.",locality,state
14383628,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.999783,-49.584692,-27.999783,-49.584692,-27.999783,-49.584692,Brazil,brazil,santa catarina,no.info,r  celeste francisco gizoni  urubici   sc  88650 000  brazil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,"Mazon, K.T.","Mazon, K.T.",locality,state
14463979,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.568611,-49.104168,-25.568611,-49.104168,-25.568611,-49.104168,Brazil,brazil,parana,no.info,r  augusto micrute  2903   col  mergulhao  sao jose dos pinhais   pr  brasil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,"Dorocinski, C.","Mazon, K.T.",locality,state
82160942,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.152804,-50.061895,-29.152804,-50.061895,-29.152804,-50.061895,Brazil,brazil,rio grande do sul,no.info,cambara do sul   rs  brasil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,"Dislich, R.","Dislich, R.",locality,state
104241772,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.425987,-44.620477,-22.425987,-44.620477,-22.425987,-44.620477,Brazil,brazil,rio de janeiro,no.info,itatiaia   state of rio de janeiro  brazil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,"Rankin, D.","Rankin, D.",locality,state
060890,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.91111,-43.23556,-22.91111,-43.23556,-22.91111,-43.23556,Brazil,brazil,,no.info,[herbarium gerace]  tra gli edifici principali dell'universita dello stato di rio de janeiro,2018,Araucariaceae,ok_country,ok_country,,ok_same_resolution,"Gerace, S.","Gerace, S.",country,country
18538441,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.161463,-50.076626,-29.161463,-50.076626,-29.161463,-50.076626,Brazil,brazil,rio grande do sul,no.info,rodovia rs 429  km 18  s/n  cambara do sul   rs  95480 000  brasil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,"Just, J.G.","Just, J.G.",locality,state
26502,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.945222,-51.845139,-25.945222,-51.845139,-25.945222,-51.845139,Brazil,brazil,parana,reserva do iguacu,estacao ecologica municipal francisco,2018,Araucariaceae,ok_county,ok_county,,check_local.2municip.,"Caxambu, M.G.","Caxambu, M.G.",locality,county
103004247,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.355123,-44.734354,-22.355123,-44.734354,-22.355123,-44.734354,Brazil,brazil,minas gerais,no.info,itamonte   minas gerais  37466 000  bresil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,"Villemagne, M.","Villemagne, M.",locality,state
21266259,gbif,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-28.127472,-49.623038,-28.127472,-49.623038,-28.127472,-49.623038,Brazil,brazil,santa catarina,no.info,urubici   sc  88650 000  brasil,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,"Koch, E.D.","Koch, E.D.",locality,state
