catalogNumber,data_source,species_id,species,scientificName.new1,decimalLatitude,decimalLongitude,decimalLatitude.new,decimalLongitude.new,decimalLatitude.new1,decimalLongitude.new1,country,country.new,stateProvince.new,municipality.new,locality.new,year.new,family.new1,geo.check,geo.check1,cult.check,loc.check1,recordedBy.new,identifiedBy.new,resol.orig,resolution.gazetteer1
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.0003,-50.3103,-27.0003,-50.3103,-27.0003,-50.3103,Brasil,brazil,santa catarina,no.info,santa cecilia  floresta nebular de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.3611,-50.2336,-27.3611,-50.2336,-27.3611,-50.2336,Brasil,brazil,santa catarina,no.info,ponte alta  floresta nebular de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.81,-49.59,-27.81,-49.59,-27.81,-49.59,Brasil,brazil,santa catarina,no.info,bom retiro  floresta nebular de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.81,-49.9497,-27.81,-49.9497,-27.81,-49.9497,Brasil,brazil,santa catarina,no.info,bocaina do sul  floresta nebular de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.8117,-49.3222,-27.8117,-49.3222,-27.8117,-49.3222,Brasil,brazil,santa catarina,no.info,alfredo wagner  floresta nebular de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-28.0803,-49.4094,-28.0803,-49.4094,-28.0803,-49.4094,Brasil,brazil,santa catarina,no.info,sao pedro de urubici  floresta nebular de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-28.4381,-49.8589,-28.4381,-49.8589,-28.4381,-49.8589,Brasil,brazil,santa catarina,no.info,sao joaquim  floresta nebular de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.8169,-50.125,-27.8169,-50.125,-27.8169,-50.125,Brasil,brazil,santa catarina,no.info,lages  floresta nebular de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.9028,-49.8822,-27.9028,-49.8822,-27.9028,-49.8822,Brasil,brazil,santa catarina,no.info,urupema  floresta nebular de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-28.1692,-49.68,-28.1692,-49.68,-28.1692,-49.68,Brasil,brazil,santa catarina,no.info,urubici  floresta nebular de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-28.1692,-49.8619,-28.1692,-49.8619,-28.1692,-49.8619,Brasil,brazil,santa catarina,no.info,quinta santa maria  floresta nebular de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-28.3494,-49.6211,-28.3494,-49.6211,-28.3494,-49.6211,Brasil,brazil,santa catarina,no.info,bom jardim da serra  floresta nebular de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.1031,-50.1328,-26.1031,-50.1328,-26.1031,-50.1328,Brasil,brazil,santa catarina,no.info,mafra  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.1906,-50.4911,-26.1906,-50.4911,-26.1906,-50.4911,Brasil,brazil,santa catarina,no.info,canoinhas  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.2472,-50.2289,-26.2472,-50.2289,-26.2472,-50.2289,Brasil,brazil,santa catarina,no.info,tres barras  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.27,-51.0614,-26.27,-51.0614,-26.27,-51.0614,Brasil,brazil,santa catarina,no.info,porto uniao  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.2797,-53.6403,-26.2797,-53.6403,-26.2797,-53.6403,Brasil,brazil,santa catarina,no.info,dionisio cerqueira  floresta estacional de araucaria,2018,Araucariaceae,bad_country,bad_country,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.3286,-53.2939,-26.3286,-53.2939,-26.3286,-53.2939,Brasil,brazil,santa catarina,no.info,palma sola  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.3731,-50.7658,-26.3731,-50.7658,-26.3731,-50.7658,Brasil,brazil,santa catarina,no.info,irineopolis  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.4606,-52.5642,-26.4606,-52.5642,-26.4606,-52.5642,Brasil,brazil,santa catarina,no.info,sao domingos  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.4636,-52.8408,-26.4636,-52.8408,-26.4636,-52.8408,Brasil,brazil,santa catarina,no.info,sao lourenco do oeste  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.73,-52.74,-26.73,-52.74,-26.73,-52.74,Brasil,brazil,santa catarina,no.info,quilombo  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.8197,-52.4703,-26.8197,-52.4703,-26.8197,-52.4703,Brasil,brazil,santa catarina,no.info,xanxere  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.8222,-52.2942,-26.8222,-52.2942,-26.8222,-52.2942,Brasil,brazil,santa catarina,no.info,faxinal dos guedes  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.0886,-50.6714,-27.0886,-50.6714,-27.0886,-50.6714,Brasil,brazil,santa catarina,no.info,fraiburgo  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.1794,-51.6125,-27.1794,-51.6125,-27.1794,-51.6125,Brasil,brazil,santa catarina,no.info,joacaba  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.2697,-51.3881,-27.2697,-51.3881,-27.2697,-51.3881,Brasil,brazil,santa catarina,no.info,erval velho  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.405,-51.7061,-27.405,-51.7061,-27.405,-51.7061,Brasil,brazil,santa catarina,no.info,piratuba  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.4508,-50.7617,-27.4508,-50.7617,-27.4508,-50.7617,Brasil,brazil,santa catarina,no.info,sao jose do cerrito  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.5728,-50.9364,-27.5728,-50.9364,-27.5728,-50.9364,Brasil,brazil,santa catarina,no.info,usina garibaldi  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.6308,-50.22,-27.6308,-50.22,-27.6308,-50.22,Brasil,brazil,santa catarina,no.info,correia pinto  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.6333,-51.1628,-27.6333,-51.1628,-27.6333,-51.1628,Brasil,brazil,santa catarina,no.info,rio canoas  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.9019,-51.0336,-27.9019,-51.0336,-27.9019,-51.0336,Brasil,brazil,santa catarina,no.info,cerro negro  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-28.035,-50.8497,-28.035,-50.8497,-28.035,-50.8497,Brasil,brazil,santa catarina,no.info,florestal gateados  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-28.2142,-50.7161,-28.2142,-50.7161,-28.2142,-50.7161,Brasil,brazil,santa catarina,no.info,capao alto  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.3814,-50.5803,-26.3814,-50.5803,-26.3814,-50.5803,Brasil,brazil,santa catarina,no.info,vale da morte  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.46,-51.03,-26.46,-51.03,-26.46,-51.03,Brasil,brazil,santa catarina,no.info,matos costa  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.5503,-52.1089,-26.5503,-52.1089,-26.5503,-52.1089,Brasil,brazil,santa catarina,no.info,abelardo luz  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.64,-51.9303,-26.64,-51.9303,-26.64,-51.9303,Brasil,brazil,santa catarina,no.info,passos maia  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.6417,-51.5728,-26.6417,-51.5728,-26.6417,-51.5728,Brasil,brazil,santa catarina,no.info,agua doce  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.7303,-50.6708,-26.7303,-50.6708,-26.7303,-50.6708,Brasil,brazil,santa catarina,no.info,lebon regis  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.7319,-51.1189,-26.7319,-51.1189,-26.7319,-51.1189,Brasil,brazil,santa catarina,no.info,serra azul  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.82,-52.0169,-26.82,-52.0169,-26.82,-52.0169,Brasil,brazil,santa catarina,no.info,ponte serrada  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.8611,-50.9639,-26.8611,-50.9639,-26.8611,-50.9639,Brasil,brazil,santa catarina,no.info,cacador  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.9072,-51.3883,-26.9072,-51.3883,-26.9072,-51.3883,Brasil,brazil,santa catarina,no.info,salto veloso  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.0014,-51.9319,-27.0014,-51.9319,-27.0014,-51.9319,Brasil,brazil,santa catarina,no.info,irani  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.0897,-51.5722,-27.0897,-51.5722,-27.0897,-51.5722,Brasil,brazil,santa catarina,no.info,catanduvas  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.0908,-51.2092,-27.0908,-51.2092,-27.0908,-51.2092,Brasil,brazil,santa catarina,no.info,tangara  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.1975,-51.0211,-27.1975,-51.0211,-27.1975,-51.0211,Brasil,brazil,santa catarina,no.info,monte carlo  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.3592,-50.5808,-27.3592,-50.5808,-27.3592,-50.5808,Brasil,brazil,santa catarina,no.info,curitibanos  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.3817,-51.1778,-27.3817,-51.1778,-27.3817,-51.1778,Brasil,brazil,santa catarina,no.info,campos novos  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.4494,-50.9408,-27.4494,-50.9408,-27.4494,-50.9408,Brasil,brazil,santa catarina,no.info,vargem  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.6319,-50.5786,-27.6319,-50.5786,-27.6319,-50.5786,Brasil,brazil,santa catarina,no.info,faxinal dos ferreira  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.7169,-51.1172,-27.7169,-51.1172,-27.7169,-51.1172,Brasil,brazil,santa catarina,no.info,anita garibaldi  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.8358,-50.8164,-27.8358,-50.8164,-27.8358,-50.8164,Brasil,brazil,santa catarina,no.info,campo belo do sul  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.9014,-50.5794,-27.9014,-50.5794,-27.9014,-50.5794,Brasil,brazil,santa catarina,no.info,fazenda dos morais  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-28.1997,-50.2358,-28.1997,-50.2358,-28.1997,-50.2358,Brasil,brazil,santa catarina,no.info,coxilha rica  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-28.3503,-50.4,-28.3503,-50.4,-28.3503,-50.4,Brasil,brazil,santa catarina,no.info,sao joao de pelotas  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.955,-52.74,-26.955,-52.74,-26.955,-52.74,Brasil,brazil,santa catarina,no.info,coronel freitas  floresta semidecidua,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-23.5686,-45.8311,-23.5686,-45.8311,-23.5686,-45.8311,Brasil,brazil,sao paulo,no.info,salesopolis  floresta pluvial,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-23.2675,-46.9681,-23.2675,-46.9681,-23.2675,-46.9681,Brasil,brazil,sao paulo,no.info,serra do japi  floresta nebular,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-24.1347,-49.0544,-24.1347,-49.0544,-24.1347,-49.0544,Brasil,brazil,sao paulo,no.info,itapeva  floresta nebular,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.7661,-45.6217,-22.7661,-45.6217,-22.7661,-45.6217,Brasil,brazil,sao paulo,no.info,campos do jordao  floresta nebular de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-24.2381,-49.1303,-24.2381,-49.1303,-24.2381,-49.1303,Brasil,brazil,sao paulo,no.info,bom sucesso de itarare  floresta nebular de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-23.8781,-49.4575,-23.8781,-49.4575,-23.8781,-49.4575,Brasil,brazil,sao paulo,no.info,riversul  floresta estacional de araucaria,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.6894,-46.6675,-22.6894,-46.6675,-22.6894,-46.6675,Brasil,brazil,sao paulo,no.info,amparo  floresta semidecidua,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-23.3189,-47.6411,-23.3189,-47.6411,-23.3189,-47.6411,Brasil,brazil,sao paulo,no.info,ipero  floresta semidecidua,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-21.2203,-47.0761,-21.2203,-47.0761,-21.2203,-47.0761,Brasil,brazil,sao paulo,no.info,cassia dos coqueiros  floresta semidecidua,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
,NeotropicTree,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.1708,-46.7172,-22.1708,-46.7172,-22.1708,-46.7172,Brasil,brazil,sao paulo,no.info,espirito sando do pinhal  floresta semidecidua,2018,Araucariaceae,ok_state,ok_state,,check_local.2state,Nt,s.n.,locality,state
RFA23318,Jabot,Araucaria angustifolia,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,,,-10.74257447,-53.08032013,-10.74257447,-53.08032013,Brasil,brazil,,no.info,22°19´48 9´´s  44°36´52 5´´w     alt  1350m,2007,Araucariaceae,ok_country_gazet,ok_country_gazet,,ok_same_resolution,"Tamashiro, A.M.G.","Santos, M.G.",country,country
ACLA_00050,Datapaper_epiphytes,,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-43.36972,-43.36972,-43.36972,-43.36972,-43.36972,-43.36972,Brazil,brazil,mato grosso do sul,juiz de fora,mata do krambeck,2018,Araucariaceae,sea,sea,,check_local.2state,Datapaper_epiphytes,Datapaper_epiphytes,locality,state
APAD_00011,Datapaper_epiphytes,,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-46.1841,-46.1841,-46.1841,-46.1841,-46.1841,-46.1841,Brazil,brazil,mato grosso do sul,bom repouso,garcias,2013,Araucariaceae,sea,sea,,check_local.2state,Datapaper_epiphytes,Datapaper_epiphytes,locality,state
CBOE_00065,Datapaper_epiphytes,,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-50.389234,-50.389234,-50.389234,-50.389234,-50.389234,-50.389234,Brazil,brazil,rio grande do sul,sao francisco de paula,floresta nacional de sao francisco de paula,2007,Araucariaceae,sea,sea,,check_local.2municip.,Datapaper_epiphytes,Datapaper_epiphytes,locality,county
CBOE_00066,Datapaper_epiphytes,,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-50.389234,-50.389234,-50.389234,-50.389234,-50.389234,-50.389234,Brazil,brazil,rio grande do sul,sao francisco de paula,floresta nacional de sao francisco de paula,2007,Araucariaceae,sea,sea,,check_local.2municip.,Datapaper_epiphytes,Datapaper_epiphytes,locality,county
CBOE_00068,Datapaper_epiphytes,,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-50.389234,-50.389234,-50.389234,-50.389234,-50.389234,-50.389234,Brazil,brazil,rio grande do sul,sao francisco de paula,floresta nacional de sao francisco de paula,2007,Araucariaceae,sea,sea,,check_local.2municip.,Datapaper_epiphytes,Datapaper_epiphytes,locality,county
CBOE_00069,Datapaper_epiphytes,,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-50.389234,-50.389234,-50.389234,-50.389234,-50.389234,-50.389234,Brazil,brazil,rio grande do sul,sao francisco de paula,floresta nacional de sao francisco de paula,2007,Araucariaceae,sea,sea,,check_local.2municip.,Datapaper_epiphytes,Datapaper_epiphytes,locality,county
CBOE_00070,Datapaper_epiphytes,,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-50.389234,-50.389234,-50.389234,-50.389234,-50.389234,-50.389234,Brazil,brazil,rio grande do sul,sao francisco de paula,floresta nacional de sao francisco de paula,2007,Araucariaceae,sea,sea,,check_local.2municip.,Datapaper_epiphytes,Datapaper_epiphytes,locality,county
CBOE_00180,Datapaper_epiphytes,,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-50.38645,-50.38645,-50.38645,-50.38645,-50.38645,-50.38645,Brazil,brazil,rio grande do sul,sao francisco de paula,floresta nacional de sao francisco de paula,2007,Araucariaceae,sea,sea,,check_local.2municip.,Datapaper_epiphytes,Datapaper_epiphytes,locality,county
CBOE_00181,Datapaper_epiphytes,,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-50.38645,-50.38645,-50.38645,-50.38645,-50.38645,-50.38645,Brazil,brazil,rio grande do sul,sao francisco de paula,floresta nacional de sao francisco de paula,2007,Araucariaceae,sea,sea,,check_local.2municip.,Datapaper_epiphytes,Datapaper_epiphytes,locality,county
CBOE_00182,Datapaper_epiphytes,,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-50.38645,-50.38645,-50.38645,-50.38645,-50.38645,-50.38645,Brazil,brazil,rio grande do sul,sao francisco de paula,floresta nacional de sao francisco de paula,2007,Araucariaceae,sea,sea,,check_local.2municip.,Datapaper_epiphytes,Datapaper_epiphytes,locality,county
