"","record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","class","order","infraspecificEpithet","continentOcean","maximumElevationInMeters","minimumElevationInMeters","fieldNumber","individualCount","typeStatus","preparationType","relationshipType","relatedCatalogItem","previousCatalogNumber"
"197","197","2011-02-23 15:54:00-03",NA,"MO-DUPLICATES","2456555","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"J.R. de Mattos","Mattos 12696","1965","7","20","Brazil","Santa Catarina",NA,"São Joaquim.","-49.91666","-28.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","198","2008-05-27 22:02:00-03","CHEP","MO-DUPLICATES","2776857","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"ESTUDIANTES ESPOCH","ESTUDIANTES ESPOCH 125","2003","6","26","Ecuador","Chimborazo","Riobamba","Riobamba, zona urbana","-78.66666","-1.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"2754.00000000",NA,NA,NA,NA,NA,NA,NA
"199","199","2018-12-28 16:33:00-02","JAUM","MO-DUPLICATES","3624493","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Antioquia Checklist","Juan Gonzalo Vélez|J. Blandón","Vélez Arango 6828","2005","11","24","Colombia","Antioquia","Medellín",NA,NA,NA,NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","200","2010-05-28 08:50:00-03","LPB","MO-DUPLICATES","725233","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","J. C. Solomon","James C. Solomon|R. Zeballos","Solomon 15459","1986","7","28","Bolivia","La Paz","Murillo","La Paz. Ornamental plants from the Jardín Botánico Municipal.","-68.1333333","-16.5166667",NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,"South America",NA,"3600.00000000","86-40","7",NA,NA,NA,NA,NA
"201","201","2011-02-23 15:54:00-03",NA,"MO-DUPLICATES","2456655","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia vinacea","Mattos",NA,"J.R. de Mattos","Mattos 32410","1997","10","25","Brazil","Santa Catarina",NA,"São Joaquim. Invernadinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vinacea","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","202","2008-05-27 22:02:00-03",NA,"MO-DUPLICATES","1377276","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","saviana","Araucaria saviana","Parl.",NA,"C. Gaudichaud-Beaupré","Gaudichaud-Beaupré s.n.",NA,NA,NA,"Bolivia",NA,NA,"Cobija",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","203","2023-09-25 10:53:19-03","UFF","NIT","NITw 138","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,"NITW00002808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","204","2023-09-25 10:53:19-03","UFF","NIT","NITw 172","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,"NITW00002807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","205","2023-09-25 10:53:19-03","UFF","NIT","NITw 334","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,"2013","6","1","Brasil",NA,"Brasil",NA,NA,NA,NA,NA,"NITW00002805",NA,NA,NA,NA,NA,"Amostras 16.2 (Nascimento et al. 2015) cedida por madeireira no estado do Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","206","2023-09-25 10:53:19-03","UFF","NIT","NITw 89","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,"NITW00002806",NA,NA,NA,NA,NA,"Amostra 16.2 (Nascimento et al. 2015) cedida por madereira no estado do Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","207","2023-02-02 10:03:08-03","Cenargen","CEN","71823","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","E. S. G. Guarino","Ernestino de S. Gomes Guarino","1000","2006","04","14","Brasil","SC","ANITA GARIBALDI",NA,"-51.155","-27.901388","-51,155","-27,901388","CEN00071823",NA,NA,"2006","02",NA,"Fruto na carpoteca.",NA,NA,NA,NA,NA,NA,NA,"4",NA,"Exsicatas",NA,NA,NA
"208","208","2023-02-02 10:03:08-03","Cenargen","CEN","67078","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Glocimar Pereira-Silva","10000","2005","05","03","Brasil","SC","CAMPO BELO DO SUL","Fazenda Gateados.","-50.803611","-27.988888","-50,803611","-27,988888","CEN00067078",NA,NA,NA,NA,NA,"Germoplasma coletado de 20 árvores. Fruto na carpoteca. Área de influência indireta.",NA,NA,NA,NA,"900","900",NA,"4",NA,"Exsicatas",NA,NA,NA
"209","209","2023-02-02 10:03:08-03","Cenargen","CEN","75656","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","W. Machio","Wilson Machio - CNPFlorestas","s/n","2011","05","06","Brasil","PR","COLOMBO","Campos experimentais da EMBRAPA Florestas.","-49.159166","-25.321944","-49,159166","-25,321944","CEN00075656",NA,NA,"2011","05",NA,"Material coletado de acordo com o SISBIO. Exsicata referente ao depósito de subamostra, em atendimento ao Conselho de Gestão do Patrimônio Genético (CGEN).",NA,NA,NA,NA,NA,NA,NA,"4",NA,"Exsicatas",NA,NA,NA
"210","210","2023-02-02 10:03:08-03","Cenargen","CEN","91053","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","I. Wendling","Ivar Wendling","2","2015","06","17","Brasil","PR","COLOMBO","Embrapa Florestas.","-49.167777","-25.322777","-49,167777","-25,322777","CEN00091053",NA,NA,"2015","06",NA,"Estrobilos verdes. Árvore plantada em linha, plantada em 1980. Exsicata referente ao depósito de subamostra, em atendimento ao Conselho de Gestão do Patrimônio Genético (CGEN).",NA,NA,NA,NA,"960","960",NA,"1",NA,"Exsicatas",NA,NA,NA
"211","211","2023-02-02 10:03:08-03","Cenargen","CEN","91054","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","I. Wendling","Ivar Wendling","30","2015","06","17","Brasil","PR","COLOMBO","Embrapa Florestas.","-49.163055","-25.325","-49,163055","-25,325","CEN00091054",NA,NA,"2015","06",NA,"Árvore plantada em linha, plantada em 1995. Pinha. Exsicata referente ao depósito de subamostra, em atendimento ao Conselho de Gestão do Patrimônio Genético (CGEN).",NA,NA,NA,NA,"952","952",NA,"1",NA,"Exsicatas",NA,NA,NA
"212","212","2023-02-02 10:03:08-03","Cenargen","CEN","92044","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","M. C. Scipioni","V. dos Santos- CTBS","110","2014","02","22","Brasil","SC","CURITIBANOS","Centro da cidade de Curitibanos.","-50.584400177002","-27.2828006744385",NA,NA,"CEN00092044","25987","auto",NA,NA,NA,"Árvore macho abatida. Doação Herbário CTBS - Universidade Federal de Santa Catarina - Curitibanos.",NA,NA,NA,NA,NA,NA,NA,"1",NA,"Exsicatas",NA,NA,NA
"213","213","2023-02-02 10:03:08-03","Cenargen","CEN","73436","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Z. P. Pereira","Z. P. Pereira - UFGD","1854","2009","05","08","Brasil","MS","CORUMBA","Assentamento Taquaral.","-57.6533012390137","-19.0091991424561",NA,NA,"CEN00073436","295160","auto","2009","05",NA,"Árvore com 3 metros. Exsicata referente ao depósito de subamostra, em atendimento ao Conselho de Gestão do Patrimônio Genético (CGEN). Projeto: Emprapa Agropecuária Oeste. Doação - Universidade Federal da Grande Dourados (UFGD) - Herbário da Cidade de Dou",NA,NA,NA,NA,NA,NA,NA,"1",NA,"Exsicatas",NA,NA,NA
"214","214","2023-09-25 11:29:00-03","UNIVILLE","JOI","10617","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","S. Dreveck","S. Dreveck & M. Verdi","2492","2010","10","09","Brasil","Santa Catarina","São Bento do Sul","Estrada Alberto Torres - APA Rio Vermelho/Humbold","-49.3044444","-26.2555556","49º18'16''W","26º15'20''S","JOI010617",NA,NA,NA,NA,NA,"Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","215","2023-09-25 11:29:00-03","UNIVILLE","JOI","10819","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","R. Wasum","R. Wasum","4721","2010","11","06","Brasil","Rio Grande do Sul","São Marcos","Bairro Francisco Doncatto","-51.0680999755859","-28.9710998535156",NA,NA,"JOI010819","15120","auto",NA,NA,NA,"Habitat: em borda do caminho - na mata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","216","2023-09-25 11:29:00-03","UNIVILLE","JOI","2262","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Mehlhaff, B.","Björn Mehlhaff","50","2006","08","30","Brasil","Santa Catarina","São Francisco do Sul","Ilha das Flores.","-48.6380996704102","-26.2432994842529",NA,NA,"JOI002262","23627","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","217","2023-09-25 11:29:00-03","UNIVILLE","JOI","5982","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Esemann-Quadros, K.","Esemann-Quadros, K.",NA,"2003","10","04","Brasil","Santa Catarina","Três Barras","FLONA.","-50.3222007751465","-26.1063995361328",NA,NA,"JOI005982","22564","auto",NA,NA,NA,"; HABITO: fanerófita, terrestre; TIPO VEGETACIONAL: Floresta Ombrófila Mista",NA,NA,NA,NA,NA,"800",NA,NA,NA,NA,NA,NA,NA
"218","218","2023-06-29 09:35:15-03","IAC","IAC","46142","PreservedSpecimen","Plantae","Tracheophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","M.A.C. Pilla","M.A.C. Pilla","175","2005","06","28","Brasil","São Paulo","São Luís do Paraitinga","Estrada do Bairro Puruba (PESM - Núcleo Santa Virgínia)","-45.31","-23.2217","-45.3100","-23.2217",NA,NA,NA,"2005","06","28",NA,"Pinopsida","Pinales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","219","2023-07-10 17:43:06-03","UEM","HUEM","37993","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Milaneze-Gutierre, MA","Schoarize, MMR","17","2022","06","24","Brasil","Paraná","Apucarana","Riacho Rural, Rio Tibagi","-51.251358","-24.238353","-51.251358","-24.238353","HUEM000032040",NA,NA,"2022","10","19","Árvore.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","220","2020-11-04 17:28:29-03","UEM","HUEM","4783","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Kokubo, NT","s.n.","1991","07","25","Brasil","Paraná","Maringá","Câmpus universitário, próximo ao bloco H-78","-51.9385986328125","-23.4253005981445",NA,NA,"HUEM000015849","19250","auto","1992",NA,NA,"Planta arbórea, com aproximadamente 4,0m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","221","2020-11-04 17:28:29-03","UEM","HUEM","34178","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Milaneze-Gutierre, MA","Milaneze-Gutierre, MA","1372","2018","04","13","Brasil","Paraná","Pinhão","Distrito de Faxinal do Céu., Jardim Botânica de Faxinal do Céu.","-51.6596984863281","-25.6956005096436",NA,NA,"HUEM000019719","37408","auto","2018","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","222","2019-07-03 20:06:12-03","UEM","HUEM","31945","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Ma.C.Souza","Ma.C.Souza","3648","2017","10","08","Brasil","Paraná","Pinhão","Distrito de Faxinal do Céu., Jardim Botânico de Faxinal do Céu.","-51.6596984863281","-25.6956005096436",NA,NA,"HUEM000016014","37408","auto","2017","10",NA,"Arbórea com intensa produção de microstróbilos. Nativa porém plantada em calçada de área urbana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","223","2022-09-01 14:33:24-03","UEM","HUEM","26551","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Gusso, IA; Horst, G","s.n.","2013","05","06","Brasil","Paraná","Turvo","sítio Nossa Senhora Aparecida","-51.5297012329102","-25.0428009033203",NA,NA,NA,"36663","auto",NA,NA,NA,"Com microstróbilo; coletada próximo à residência.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","224","2023-04-03 09:57:06-03","UEL","FUEL","42995","PreservedSpecimen","Plantae","Tracheophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) O.Ktze.","Estevan, DA","Estevan, DA; et al.","1069","2005",NA,NA,"Brasil","Paraná","Ventania","Fazenda Califórnia de Henrique Sato","-50.308417","-24.143083","-50.308417","-24.143083","FUEL003529",NA,NA,"2006",NA,NA,"Árvore vegetativa.",NA,"Araucariales",NA,NA,"1050","1050",NA,NA,NA,NA,NA,NA,NA
"225","225","2023-04-03 09:57:06-03","UEL","FUEL","45714","PreservedSpecimen","Plantae","Tracheophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) O.Ktze.","Verdi, M","Verdi, M; Carneiro, FE","623","2008","04","17","Brasil","Santa Catarina","São Joaquim","620739 s 6873322 o","-49.769167","-28.260556","-49.769167","-28.260556","FUEL003524",NA,NA,"2008","04","17","IFFSC 114/L/01. Latitude 62.0739 S. Longitude 68.73322 W.; FOM em estágio médio de regeneração",NA,"Araucariales",NA,NA,"1449","1449",NA,NA,NA,NA,NA,NA,NA
"226","226","2023-04-03 09:57:06-03","UEL","FUEL","50867","PreservedSpecimen","Plantae","Tracheophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) O.Ktze.","Dreveck, S","Dreveck, S; Verdi, M","2492","2010","10","09","Brasil","Santa Catarina","São Bento do Sul","Estrada Alberto Torres - APA Rio Vermelho/Humbold","-49.304444","-26.255556","-49.304444","-26.255556","FUEL003528",NA,NA,"2010","10","09","Plano de Manejo APA do Rio Vermelho/Humbold. Árvore. Altura de 20m.; Floresta Ombrófila Mista, estágio sucessional médio",NA,"Araucariales",NA,NA,"890","890",NA,NA,NA,NA,NA,NA,NA
"227","227","2023-04-03 09:57:06-03","UEL","FUEL","55488","PreservedSpecimen","Plantae","Tracheophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) O.Ktze.","Oliveira, GMC","Silva, WJ da","193B","2017","11","29","Brasil","Paraná","Londrina","Campus Universitário Perobal","-51.197044","-23.327183","-51.197044","-23.327183","FUEL055488",NA,NA,"2017","12","20","Árvore ca 18m, cultivada",NA,"Araucariales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","228","2023-04-03 09:57:06-03","UEL","FUEL","55739","PreservedSpecimen","Plantae","Tracheophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) O.Ktze.","Silva, WJ","Silva, WJ da; Araújo, JPD; Silveira, VHC","251B","2018","04","20","Brasil","Paraná","Londrina","Campus da Universidade Estadual de Londrina, entre o RU e o calçadão","-51.215917","-23.325694","-51.215917","-23.325694","FUEL055739",NA,NA,"2018",NA,NA,"Arvore ca 20m. Estróbilos femininos imaturos. Cultivada",NA,"Araucariales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","229","2023-04-03 09:57:06-03","UEL","FUEL","31292","PreservedSpecimen","Plantae","Tracheophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) O.Ktze.",NA,"Maschio, W","361","2000","09","18","Brasil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,"FUEL003523","13536","auto",NA,NA,NA,"Árvore; estróbilo masculino imaturo; coleta feita no CNPFlorestas.; FOM",NA,"Araucariales",NA,NA,"900","900",NA,NA,NA,NA,NA,NA,NA
"230","230","2023-04-03 09:57:06-03","UEL","FUEL","11714","PreservedSpecimen","Plantae","Tracheophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) O.Ktze.","Dias, MC","Vieira, AOS; Dias, MC; Mansano, VF","s.n.","1994","08","11","Brasil","Paraná","Tibagi","Fazenda Barra Grande, Rio Barrinha, Rio Barrinha.","-50.4136009216309","-24.5093994140625",NA,NA,"FUEL007904","56988","auto","1994",NA,NA,"Planta em regeneracao, 1,0 m alt., interior da mata, area de estudo.",NA,"Araucariales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","231","2023-04-03 09:57:06-03","UEL","FUEL","11821","PreservedSpecimen","Plantae","Tracheophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) O.Ktze.",NA,"Vieira, AOS; et al.","s.n.","1990","04","30","Brasil","Paraná","Tibagi","Fazenda Batavo, Rio Iapo; proximo area urbana., Rio Iapo; proximo area urbana.","-50.4136009216309","-24.5093994140625",NA,NA,"FUEL007907","56988","auto",NA,NA,NA,"Arvore 13m alt.; cap= 17,5cm; indiv. No. 366; area de estudo Floresta Ciliar.",NA,"Araucariales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","232","2023-04-03 09:57:06-03","UEL","FUEL","12979","PreservedSpecimen","Plantae","Tracheophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) O.Ktze.",NA,"s.coletor","s.n.",NA,NA,NA,"Brasil","Paraná","Tibagi","Fazenda ; Rio Iapó, Rio Iapo.","-50.4136009216309","-24.5093994140625",NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,"Araucariales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","233","2023-04-03 09:57:06-03","UEL","FUEL","48587","PreservedSpecimen","Plantae","Tracheophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) O.Ktze.","Wasum, RA","Wasum, RA","4721","2010","11","06","Brasil","Rio Grande do Sul","São Marcos","Francisco Doncatto, borda do caminho- na mata","-51.0680999755859","-28.9710998535156",NA,NA,"FUEL003530","15120","auto",NA,NA,NA,NA,NA,"Araucariales",NA,NA,"780","780",NA,NA,NA,NA,NA,NA,NA
"234","234","2023-04-03 09:57:06-03","UEL","FUEL","47491","PreservedSpecimen","Plantae","Tracheophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) O.Ktze.","Gasper, AL","Gasper, AL; Paolin, R","1802","2008","05","27","Brasil","Santa Catarina","São Joaquim","63.3048 s 6853714 o","-49.9317016601562","-28.2938995361328",NA,NA,"FUEL003525","48290","auto","2008","05","27","Florística IFFSC 69. FOM. Classe da Floresta: estágio médio à avançado de regeneração. 603048 S 6853714 O",NA,"Araucariales",NA,NA,"1091","1091",NA,NA,NA,NA,NA,NA,NA
"235","235","2023-08-26 12:28:03-03","UNB","UB","223519","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Cervi, AC","Cervi, AC; Espinola","3216","1991","05","28","Brasil","Paraná","Tijucas do Sul",NA,"-49.1988983154297","-25.9281005859375",NA,NA,"UB0126654","25228","auto",NA,NA,NA,"Árvore de aproximadamente 25m de alt. de um capão; Árvore masculina Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","236","2023-08-26 12:28:03-03","UNB","UB","227905","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Hashimoto, G","Hashimoto, G.","28177","1938","01","16","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"UB0321492","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","237","2023-06-30 11:27:50-03","IFAM","EAFM","13291","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Zank, S; Valadares, K;  Avila, J","Avila, JVC; Valadares, K; Zank, S","314","2014","01","17","Brasil","Santa Catarina","Garopaba","Comunidade Quilombola, Aldeia","-48.680833","-28.104722","-48.680833","-28.104722",NA,NA,NA,"2014","01","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","238","2023-08-17 14:23:16-03","IF","SPSF","47664","PreservedSpecimen","Plantae","Coniferophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","N.M.Ivanauskas","N.M.Ivanauskas & R.T.Polisel & L.G.Nogueira","6519","2013","10","22","Brasil","MG","Delfim Moreira","Fazendas Bartira (Unidade Alegria)","-45.28","-22.508889",NA,NA,"SPSF00047664",NA,NA,"2013","10","22","COLETA: Árvore de 25m. Cones masculinos.; GEOGRAFIA: Floresta Ombrófila Mista (WGS84, Zona 23K);","Pinopsida","Pinales",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","239","2023-08-17 14:23:16-03","IF","SPSF","55292","PreservedSpecimen","Plantae","Coniferophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","N.M.Ivanauskas","N.M.Ivanauskas & L.N. Gonçalves & T.M.Haddad","6905","2021","07","07","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","-45.482778","-22.689722",NA,NA,"SPSF00055292",NA,NA,"2021","07","07","COLETA: Árvore de 20 m de altura, cortada por risco de queda; flores masculinas.; GEOGRAFIA: Floresta Ombrófila Mista. Estrada de acesso principal, próximo ao ponto de ônibus e antes da ponte, na área de uso público.;","Pinopsida","Pinales",NA,"América do Sul","1520","1520",NA,NA,NA,NA,NA,NA,NA
"240","240","2022-07-21 15:43:04-03","UNESP-IBB","BOTU","9866","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bert.) O. Kunt.",NA,"Sforcin, J.M.",NA,"1998","03","18","Brasil","São Paulo","Botucatu",NA,"-48.439998626709","-22.8799991607666",NA,NA,"BOTU009866","40412","auto",NA,NA,NA,"Coletada em um jardim. <ll>dwc_commonname:</ll> Pinheiro-do-Pará",NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","241","2023-09-25 11:54:40-03","UFRJ","RFA","36500","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Marcelo Guerra Santos et all.","Ana Mayumi G. Tamashiro; Mariana M. M. C. Quinteiro",NA,"2007","1","31","Brasil","Rio de Janeiro","Resende","22°19´48,9´´S 44°36´52,5´´W alt. 1350m.","-44.4467010498047","-22.468900680542",NA,NA,"RFA23318","36089","auto",NA,NA,NA,"Quinteiro, do Curso de pós-graduação em Ciência Ambiental da Universidade Federal Fluminense, orientada de Moemy Gomes de Moraes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","242","2016-03-11 00:00:00-03","MICH","MICH","1004772","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",NA,NA,"Leslie R. Landrum","2655","1977","11","21","Brazil","Santa Catarina",NA,"Mun. Lajas, near Otacilio Costa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young tree","Pinopsida","Pinales",NA,"South America",NA,NA,NA,NA,NA,"box - 1|sheet - 1",NA,NA,NA
"243","243","2019-05-14 00:00:00-03","MICH","MICH","1004773","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",NA,NA,"Howard S. Irwin","2009","1958","10","31","Brazil","Minas Gerais",NA,"Brazil. State Agricultural School, Viçosa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cultivated tree to 35 m, with wide spreading, terminally ascending branches, mostly devoid of secondary branches below. Staminate strobili brown-violet; ovulate green.","Pinopsida","Pinales",NA,"South America",NA,NA,NA,NA,NA,"box - 1|sheet - 1",NA,NA,NA
"244","244","2019-12-19 08:15:07-03","FPS","FPS","1413","MachineObservation","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Schwirkowski, P.","Schwirkowski, P.",NA,"2013","10","18","Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho - Estrada Alberto Torres","-49.320696","-26.272462","-49.320696","-26.272462","FPS01413",NA,NA,"2013","10","18","<ll>dwc_commonname:</ll> Pinheiro-araucária, pinheiro-brasileiro, pinheiro-elegante, pinheiro-macaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","245","2020-08-04 21:02:35-03","FPS","FPS","4752","MachineObservation","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bert.) O. Kuntze","Schwirkowski, P.","Schwirkowski, P.","4177","2020","08","04","Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho","-49.2991","-26.259436","-49.2991","-26.259436","FPS04752",NA,NA,"2020","08","04","<ll>dwc_commonname:</ll> Pinheiro-araucária, pinheiro-brasileiro, pinheiro-elegante, pinheiro-macaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
