"","record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","class","order","infraspecificEpithet","continentOcean","maximumElevationInMeters","minimumElevationInMeters","fieldNumber","individualCount","typeStatus","preparationType","relationshipType","relatedCatalogItem","previousCatalogNumber"
"1","1","2023-05-16 16:10:37-03","PUCPR","HUCP","21641","S","Plantae","Pinidae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Kersten, RA","Kersten, RA","1532","2011","03","15","Brasil","Paraná","Fazenda Rio Grande","Fazenda Experimental Gralha Azul","-49.287778","-26.658333","-49.287778","-26.658333","HUCP00023875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2","2022-08-18 09:01:26-03","PUCPR","HUCP","20321","S","Plantae","Pinidae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Selusniaki, M","Selusniaki, M","2830","2009","09","01","Brasil","Paraná","Araucária",NA,"-49.4103012084961","-25.5930995941162",NA,NA,"HUCP00023823","21346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","3","2022-08-18 09:01:26-03","PUCPR","HUCP","24925","S","Plantae","Pinidae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Ribeiro, EB","Santos, APM","s.n.","2016","11","10","Brasil","Paraná","Araucária","Escola Padre José Nunes","-49.4103012084961","-25.5930995941162",NA,NA,"HUCP00024925","21346","auto","2016","11","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","4","2023-05-26 08:23:26-03","PUCPR","HUCP","12502","S","Plantae","Pinidae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Carone, L","Carone, L","019","2000","05","23","Brasil","Paraná","Bocaiúva do Sul",NA,"-49.1150016784668","-25.2061004638672",NA,NA,"HUCP00023809","61623","auto",NA,NA,NA,"Feminina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","5","2022-08-18 09:01:26-03","PUCPR","HUCP","321","S","Plantae","Pinidae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Jaszczerski, JC","Marino, F","025",NA,NA,NA,"Brasil","Paraná","Colombo","Embrapa","-49.2242012023926","-25.2917003631592",NA,NA,NA,"13536","auto","1985","07","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","6","2023-05-26 08:23:26-03","PUCPR","HUCP","206","S","Plantae","Pinidae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Marina, F","Marina, F","025",NA,NA,NA,"Brasil","Paraná","Colombo","Embrapa","-49.2242012023926","-25.2917003631592",NA,NA,"HUCP00023941","13536","auto","1985","08","20","Árvore masculina nativa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","7","2022-08-18 09:01:26-03","PUCPR","HUCP","15639","S","Plantae","Pinidae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Selusniaki, M","Marques, L","003","2004","04","14","Brasil","Paraná","Curitiba","Água Verde","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00023861","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","8","2022-08-18 09:01:26-03","PUCPR","HUCP","23476","S","Plantae","Pinidae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Dunaiski Jr., A","Dunaiski Jr., A","3942","2009","11","15","Brasil","Paraná","Curitiba","Ahú","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00023577","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","9","2022-08-18 09:01:26-03","PUCPR","HUCP","26374","S","Plantae","Pinidae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Hartmann, A","Hartmann, A","9","2016","11","14","Brasil","Paraná","Curitiba","bairro Portão","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00026374","25180","auto","2016","11","24","Coletada da árvore.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","10","2023-05-26 08:23:26-03","PUCPR","HUCP","5634","S","Plantae","Pinidae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Jaszczerski, JC","Tomé, F","004","1990","06","23","Brasil","Paraná","Curitiba","Boqueirão","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00023993","25180","auto",NA,NA,NA,"Arbórea mais ou menso 30m alt.; Terrestre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","11","2022-08-18 09:01:26-03","PUCPR","HUCP","24997","S","Plantae","Pinidae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Moreira, JA","Portella, PR","16","2015","09","29","Brasil","Paraná","Curitiba","Cidade Industrial","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00024997","25180","auto","2015","10","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","12","2023-05-26 08:23:26-03","PUCPR","HUCP","9792","S","Plantae","Pinidae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Jaszczerski, JC","Isfer, O","001","1997","04","30","Brasil","Paraná","Curitiba","Jardim Esplanada","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00023913","25180","auto",NA,NA,NA,"Nativa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","13","2022-08-18 09:01:26-03","PUCPR","HUCP","8796","S","Plantae","Pinidae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Jaszczerski, JC","Zanlorenzi, P","001","1996","05","09","Brasil","Paraná","Curitiba","Santa Felicidade","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00023965","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","14","2022-11-29 12:15:22-03","PUCPR","HUCP","22784","S","Plantae","Pinidae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Kersten, RA","Kersten, RA","s.n.",NA,NA,NA,"Brasil","Paraná","Curitiba","UFPR","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00023525","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","15","2022-08-18 09:01:26-03","PUCPR","HUCP","15688","S","Plantae","Pinidae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Selusniaki, M","Selusniaki, M","052","2004","05","22","Brasil","Paraná","Curitiba","Vila Isabel","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00023519","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","16","2023-05-26 08:23:26-03","PUCPR","HUCP","11716","S","Plantae","Pinidae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Jaszczerski, JC","Oliveira, CS","017","1996","05","26","Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,"HUCP00023908","45291","auto",NA,NA,NA,"Arbórea.; Solo turboso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","17","2022-08-18 09:01:26-03","PUCPR","HUCP","26397","S","Plantae","Pinidae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.",NA,"Vaccari, PN","s.n.","2016","10","27","Brasil","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625",NA,NA,"HUCP00026397","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","18","2022-10-25 16:39:00-03","NBC","NL-BOTANY","L.1185066","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia angustifolia",NA,NA,"Reitz R; Klein RM","Reitz, R; Klein, RM 15444","1963","07","12","Brazil",NA,NA,"Anita Garbaldi.",NA,NA,NA,NA,"NL-L1185066",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales","angustifolia","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","19","2022-10-25 16:39:00-03","NBC","NL-BOTANY","L.1185058","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia caiova","Reitz",NA,"Reitz R; Klein RM","Reitz, R; Klein, RM 13090","1962","07","11","Brazil",NA,NA,"Horto Florestal I.N.P., Canoinhas Pinhal.",NA,NA,NA,NA,"NL-L1185058",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales","caiova","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","20","2022-10-25 16:39:00-03","NBC","NL-BOTANY","WAG.1741850","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Unknown","Unknown s.n.","1957","01","01","Brazil",NA,NA,"Zuid-Amerika, Brazilië.",NA,NA,NA,NA,"NL-WAG1741850",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","21","2022-10-25 16:39:00-03","NBC","NL-BOTANY","WAG.1741853","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Soels K","Soels, K 35","1958","02","04","Brazil",NA,NA,"Brazilië, nabij Ned. Colonie in Monte Alegre.",NA,NA,NA,NA,"NL-WAG1741853",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","22","2022-10-25 16:39:00-03","NBC","NL-BOTANY","L.1185065","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia angustifolia",NA,NA,"Klein RM","Klein, RM 5460","1964","08","25","Brazil",NA,NA,"Catanduvas.",NA,NA,NA,NA,"NL-L1185065",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales","angustifolia","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","23","2022-10-25 16:39:00-03","NBC","NL-BOTANY","L.1185067","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia angustifolia",NA,NA,"Reitz R; Klein RM","Reitz, R; Klein, RM 11716","1962","01","07","Brazil",NA,NA,"Santa Catarina",NA,NA,NA,NA,"NL-L1185067",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales","angustifolia","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","24","2022-10-25 16:39:00-03","NBC","NL-BOTANY","L.1185055","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Reitz R; Klein RM","Reitz, R; Klein, RM 6916","1958","08","02","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"NL-L1185055",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","25","2022-10-25 16:39:00-03","NBC","NL-BOTANY","L.1185056","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Mill RR; Kranitz M","Sellow F","Sellow, F s.n.","1800","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-L1185056",NA,NA,"2004","12","03",NA,"Pinopsida","Cupressales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","26","2022-10-25 16:39:00-03","NBC","NL-BOTANY","L.1185057","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Bouwman","Bouwman s.n.","1967","07","01","Brazil",NA,NA,"Parná.",NA,NA,NA,NA,"NL-L1185057",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","27","2022-10-25 16:39:00-03","NBC","NL-BOTANY","L.1185071","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia nigra","Reitz & R.M.Klein",NA,"Reitz R; Klein RM","Reitz, R; Klein, RM 13089","1962","07","11","Brazil",NA,NA,"Horto Florestal I.N.P. Canoinhas.",NA,NA,NA,NA,"NL-L1185071",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales","nigra","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","28","2022-10-25 16:39:00-03","NBC","NL-BOTANY","U.1038512","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Solomon JC","Solomon JC; Zeballos R","Solomon, JC; Zeballos, R 15459","1986","07","28","Bolivia","La Paz",NA,NA,"-68.133333","-16.516667",NA,NA,"NL-U1038512",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales",NA,"Southern America","0m",NA,NA,NA,NA,NA,NA,NA,NA
"29","29","2022-10-25 16:39:00-03","NBC","NL-BOTANY","L.1185072","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia striata",NA,NA,"Reitz R; Klein RM","Reitz, R; Klein, RM 13227","1962","07","14","Brazil",NA,NA,"Alto da Serra, Encruzilhada, Lajes.",NA,NA,NA,NA,"NL-L1185072",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales","striata","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","30","2022-10-25 16:39:00-03","NBC","NL-BOTANY","U.1038509","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Lindeman JC; Haas JH de","Lindeman, JC; Haas, JH de 1171","1966","05","02","Brazil",NA,NA,"Brasiliae Australis, Est. Paraná, near sawmill-settlement Brandalize, ca. 20 km N of Clevelandia.",NA,NA,NA,NA,"NL-U1038509",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","31","2022-10-25 16:39:00-03","NBC","NL-BOTANY","U 0061622","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Solomon JC","Solomon JC; Zeballos R","Solomon, JC; Zeballos, R 15459","1986","07","28","Bolivia","La Paz",NA,NA,"-68.133333","-16.516667",NA,NA,"NL-U0061622",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales",NA,"Southern America","0m",NA,NA,NA,NA,NA,NA,NA,NA
"32","32","2022-10-25 16:39:00-03","NBC","NL-BOTANY","L 0525538","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Bouwman","Bouwman s.n.","1967","07","01","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"NL-L0525538",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","33","2022-10-25 16:39:00-03","NBC","NL-BOTANY","L.4363165","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Unknown","Unknown s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-L4363165",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","34","2022-10-25 16:39:00-03","NBC","NL-BOTANY","L.1185053","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Mill RR; Kranitz M","Reinecke F","Reinecke, F s.n.","1898","10","01","Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-L1185053",NA,NA,"2004","12","03",NA,"Pinopsida","Cupressales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","35","2022-10-25 16:39:00-03","NBC","NL-BOTANY","L.1050005","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Unknown","Unknown s.n.","1980","02","15","Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-L1050005",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","36","2022-10-25 16:39:00-03","NBC","NL-BOTANY","L.1185068","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia monoica","Reitz",NA,"Reitz R; Klein RM","Reitz, R; Klein, RM 13084","1962","07","10","Brazil",NA,NA,"Arroios, Canoinhas.",NA,NA,NA,NA,"NL-L1185068",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales","monoica","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","37","2022-10-25 16:39:00-03","NBC","NL-BOTANY","WAG.1741851","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Unknown","Unknown s.n.","1957","01","01","Brazil",NA,NA,"Zuid-Amerika, Brazilië.",NA,NA,NA,NA,"NL-WAG1741851",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","38","2022-10-25 16:39:00-03","NBC","NL-BOTANY","L.1185069","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia monoica","Reitz",NA,"Klein RM","Klein, RM 2998","1962","09","14","Brazil",NA,NA,"Rio Correntes, Santa Cecilia.",NA,NA,NA,NA,"NL-L1185069",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales","monoica","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","39","2022-10-25 16:39:00-03","NBC","NL-BOTANY","L 0535340","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia angustifolia",NA,NA,"Reitz R; Klein RM","Reitz, R; Klein, RM 11716","1962","01","07","Brazil",NA,NA,"Santa Catarina",NA,NA,NA,NA,"NL-L0535340",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales","angustifolia","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","40","2022-10-25 16:39:00-03","NBC","NL-BOTANY","L.1185054","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Reitz R; Klein RM","Reitz, R; Klein, RM 7188","1958","09","20","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"NL-L1185054",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","41","2022-10-25 16:39:00-03","NBC","NL-BOTANY","L.1185064","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia angustifolia",NA,NA,"Reitz R; Klein RM","Reitz, R; Klein, RM 13093","1962","07","11","Brazil",NA,NA,"Serra do Lucindo, Canoinhas.",NA,NA,NA,NA,"NL-L1185064",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales","angustifolia","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","42","2022-10-25 16:39:00-03","NBC","NL-BOTANY","U.1038508","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Lindeman JC; Haas JH de","Lindeman, JC; Haas, JH de 2836","1966","11","05","Brazil",NA,NA,"BRASILIAE AUSTRALIS, Est. Paraná, pinhal just N. of Campo Novo.",NA,NA,NA,NA,"NL-U1038508",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","43","2022-10-25 16:39:00-03","NBC","NL-BOTANY","L.1185070","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia monoica","Reitz",NA,"Reitz R; Klein RM","Reitz, R; Klein, RM 13084","1962","07","10","Brazil",NA,NA,"Arroios, Canoinhas.",NA,NA,NA,NA,"NL-L1185070",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales","monoica","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","44","2022-10-25 16:39:00-03","NBC","NL-BOTANY","WAG.1741852","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Soels K","Soels, K 35","1958","02","04","Brazil",NA,NA,"Brazilië, nabij Ned. Colonie in Monte Alegre.",NA,NA,NA,NA,"NL-WAG1741852",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","45","2022-10-25 16:39:00-03","NBC","NL-BOTANY","U.1038510","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Reitz R; Klein RM","Reitz, R; Klein, RM 6. 916","1958","08","02","Brazil",NA,NA,"SANTA CATARINA, Alto Matador, Rio do Sul, Pinhal.",NA,NA,NA,NA,"NL-U1038510",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","46","2022-10-25 16:39:00-03","NBC","NL-BOTANY","AMD.28021","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","brasiliana","Araucaria brasiliana","A.Rich.",NA,"Unknown","Unknown s.n.","1853","01","01","Brazil",NA,NA,"Sansfomi.",NA,NA,NA,NA,"NL-AMD28021",NA,NA,NA,NA,NA,NA,"Pinopsida","Cupressales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","47","2016-02-02 14:37:47-02","BGBM","B","B 18 0011273","S","Plantae",NA,"Araucariaceae","Araucaria","brasiliana","Araucaria brasiliana","Lamb.",NA,"G. O. A. Malme","1525a","1893","11","18","Brazil",NA,NA,"Rio Grande de Sul: Rincäo dos Vallos pr. Cruz Alta.",NA,NA,NA,NA,"B180011273",NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B180011273 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","48","2016-02-02 14:37:47-02","BGBM","B","B 18 0011274","S","Plantae",NA,"Araucariaceae","Araucaria","brasiliana","Araucaria brasiliana","Lamb.",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"B180011274",NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B180011274 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","49","2016-02-02 14:37:47-02","BGBM","B","B 18 0011275","S","Plantae",NA,"Araucariaceae","Araucaria","brasiliana","Araucaria brasiliana","Lamb.",NA,"Jannasch",NA,"1882",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"B180011275",NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B180011275 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","50","2016-02-02 14:37:47-02","BGBM","B","B 18 0011277","S","Plantae",NA,"Araucariaceae","Araucaria","brasiliana","Araucaria brasiliana","Lamb.",NA,"Peckolt",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"B180011277",NA,NA,NA,NA,NA,"Männliche Blüten <a href=http://herbarium.bgbm.org/object/B180011277 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","51","2016-02-02 14:37:47-02","BGBM","B","B 18 0011280","S","Plantae",NA,"Araucariaceae","Araucaria","brasiliana","Araucaria brasiliana","Lamb.",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"B180011280",NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B180011280 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","52","2016-02-02 14:37:47-02","BGBM","B","B 18 0011281","S","Plantae",NA,"Araucariaceae","Araucaria","brasiliana","Araucaria brasiliana","Rich.",NA,"F. Sellow",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"B180011281",NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B180011281 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","53","2016-02-02 14:37:47-02","BGBM","B","B 18 0011283","S","Plantae",NA,"Araucariaceae","Araucaria","brasiliana","Araucaria brasiliana","Lamb.",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"B180011283",NA,NA,NA,NA,NA,"Männliche Blühenzapfen. <a href=http://herbarium.bgbm.org/object/B180011283 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","54","2016-02-02 14:37:47-02","BGBM","B","B 18 0011303","S","Plantae",NA,"Araucariaceae","Araucaria","brasiliana","Araucaria brasiliana","Lamb.",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"B180011303",NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B180011303 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","55","2016-02-02 14:37:47-02","BGBM","B","B 18 0011292","S","Plantae",NA,"Araucariaceae","Araucaria","brasiliensis","Araucaria brasiliensis","A.Rich.",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"B180011292",NA,NA,NA,NA,NA,"Weibliche Sproßachse. Herbarium Lambert. <a href=http://herbarium.bgbm.org/object/B180011292 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
